@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomProjection-M-N32-R5-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
-2.741492,1.613632,-4.788918,3.1804,-7.496865,6.510618,-6.874205,9.497811,-1.837358,-3.5278,3.163984,8.09088,-0.576141,-3.402437,-13.571262,-0.219042,-8.652687,-3.640407,13.330329,-7.577715,-5.846723,6.125737,11.391009,-1.191667,-0.720938,13.695213,4.654031,-4.937112,2.8617,10.493614,-5.648987,-14.151205,c-CS-m
-2.692915,1.440344,-4.710601,2.709671,-7.012171,6.313325,-5.95186,9.006647,-2.210293,-3.121247,2.521182,7.330096,-0.072377,-3.023198,-12.415267,-0.603542,-7.977414,-2.919864,12.632505,-6.787122,-5.414387,6.306941,10.544318,-1.379057,-0.607013,13.085897,4.438817,-4.429995,2.517979,9.960373,-5.309328,-12.907599,c-CS-m
-2.001634,-0.552658,-3.150261,2.855821,-6.802998,5.666681,-5.865022,8.304283,-1.14058,-3.700781,3.232862,7.004417,-0.515734,-2.466002,-11.740933,0.059406,-8.112569,-4.420301,12.093821,-6.902879,-5.666444,5.121127,10.480823,-1.108866,-1.306022,12.298318,3.354049,-5.355201,2.497721,9.597288,-5.037335,-12.117727,c-CS-m
-2.013007,0.573943,-4.90775,3.405971,-6.939782,6.840908,-6.83284,9.199831,-0.481657,-3.218256,3.441408,7.404786,-1.014693,-2.616315,-13.219008,-0.039271,-8.975733,-3.62039,13.948271,-7.206364,-6.070661,5.252668,11.512311,-1.527225,-1.287456,13.915634,4.208201,-5.205464,2.860929,10.83797,-5.64232,-14.629786,c-CS-m
-2.42348,-0.67476,-3.475835,2.27203,-6.34357,5.996784,-5.789051,8.17865,-1.313314,-3.487351,2.733498,6.439069,0.093079,-2.277581,-11.307036,-0.552839,-8.562194,-3.92235,11.438902,-6.097737,-4.948298,5.421719,9.849002,-0.887849,-0.405023,12.229394,3.6947,-4.835593,1.986158,8.756566,-4.521865,-11.718786,c-CS-m
-1.702667,-1.679649,-2.262386,2.360392,-5.349371,4.622965,-5.530559,6.856153,-0.06566,-3.493003,3.40689,5.97389,-0.346848,-1.891858,-10.077773,0.27793,-7.849353,-4.964461,10.285749,-5.680224,-5.18298,3.816302,8.846008,0.132729,-1.184529,10.978562,2.539779,-4.903779,2.357512,8.321072,-4.012407,-10.223426,c-CS-m
-1.809558,-1.277517,-2.904725,2.447999,-5.370327,5.128845,-5.598766,7.079572,0.081516,-3.189059,3.140452,5.627767,-0.139589,-1.984362,-9.975634,0.059188,-8.216889,-4.312552,10.496694,-5.680791,-5.08893,3.884188,8.667366,-0.401067,-0.765844,11.497078,2.560084,-4.910539,2.256372,8.497084,-3.976584,-10.519174,c-CS-m
-1.750012,-1.409271,-2.753852,2.108557,-5.410475,5.031019,-5.252378,6.977525,-0.698628,-3.416084,2.917672,5.567064,0.054859,-1.562436,-9.802133,-0.159414,-8.252146,-4.197305,10.2139,-5.364421,-4.557767,4.24751,8.334265,-0.20768,-0.697928,11.514972,2.912695,-4.933199,2.060323,8.149666,-3.675937,-10.004999,c-CS-m
-4.287609,3.870727,-7.753389,4.231786,-13.72492,7.743036,-7.670666,13.054739,-3.663113,-5.152948,5.060765,11.796288,0.471464,-3.801323,-17.400215,-1.68465,-9.853923,0.175358,17.8105,-9.804149,-5.748975,10.930017,13.025736,-4.835612,1.052366,17.187526,7.603428,-5.993902,3.423835,12.329891,-7.127465,-17.327073,c-CS-m
-3.298857,4.435453,-7.6803,4.82805,-14.62486,8.220343,-7.357889,13.094321,-3.570417,-5.076468,5.216078,12.197017,0.310001,-4.09784,-18.023584,-0.756993,-9.908495,0.418282,18.105331,-10.142297,-5.843021,11.084318,13.09163,-5.060112,0.499956,17.324371,7.849336,-5.741237,3.672987,12.642377,-7.739101,-17.728602,c-CS-m
-2.726925,4.309318,-7.637383,4.983812,-15.125464,8.29644,-7.205751,13.087298,-3.377099,-4.454383,5.527625,12.830364,-0.291265,-3.636927,-17.747836,-0.372053,-9.558865,0.544366,18.202439,-10.026243,-5.645214,10.880677,13.061028,-5.381021,0.219915,17.276407,7.432337,-5.661579,3.911151,12.746482,-7.883987,-17.034514,c-CS-m
-3.756202,3.277125,-6.644154,3.134768,-11.696066,7.546606,-7.248172,12.013849,-4.684406,-4.536357,4.300989,10.643541,1.077826,-3.846511,-17.068173,-2.675539,-9.003077,-0.027999,16.858726,-9.764334,-6.945945,9.409785,13.580624,-4.211178,1.08205,16.024525,6.571477,-5.449827,3.045553,12.365338,-6.94318,-17.342706,c-CS-m
-3.074662,3.463111,-6.934349,3.519144,-12.878208,8.053364,-7.215166,12.363926,-4.699726,-4.217951,4.404468,10.838751,0.769122,-3.472241,-17.361102,-2.369428,-8.978243,0.846912,17.618989,-9.866737,-7.122196,9.452721,14.036188,-4.433349,0.476963,16.264226,6.551636,-5.298383,3.303064,12.872146,-7.534398,-17.845513,c-CS-m
-2.345784,4.576018,-7.516887,4.292046,-13.142117,8.250494,-6.903161,12.287544,-5.224955,-4.224067,4.742083,11.498907,0.176054,-3.710133,-17.758713,-2.063333,-8.032141,1.325495,18.425125,-10.196017,-7.811471,9.074112,14.668085,-5.037651,0.246415,16.300644,6.790465,-5.383127,3.532119,13.706937,-7.689753,-18.592751,c-CS-m
-3.581417,1.4711,-5.392035,2.24877,-10.676744,7.62954,-6.950794,11.181768,-4.442861,-3.762602,3.807396,9.689338,1.376811,-3.233131,-15.575214,-2.86644,-9.50015,-0.924066,15.415661,-9.057678,-6.62634,8.535938,12.924932,-3.636335,0.732301,15.106388,5.470187,-5.006739,2.670341,11.46712,-6.331321,-15.807331,c-CS-m
-2.811028,2.166915,-5.526034,2.951276,-11.497585,7.802149,-7.239212,11.344444,-4.417078,-3.7986,4.1091,9.929123,1.034691,-3.270791,-16.529692,-2.246212,-9.122313,0.015847,16.328294,-9.34674,-6.920854,8.413593,13.439439,-4.132372,0.510229,15.162962,5.695856,-5.040616,2.906556,11.913458,-7.044846,-16.81119,c-CS-m
-2.046442,3.203419,-6.476292,3.465214,-12.245606,7.986313,-6.746305,11.369826,-5.092207,-3.393037,4.422568,10.425915,0.548871,-3.15036,-16.68059,-2.422346,-8.035893,0.919038,17.35486,-9.795392,-8.067357,8.258216,14.336235,-4.680006,0.040151,15.378791,5.754818,-5.075593,3.224116,12.924475,-7.353713,-17.628089,c-CS-m
-3.25862,0.852973,-4.749749,2.331895,-10.277082,8.040938,-7.534613,11.121623,-3.671593,-3.560631,3.996638,9.567667,1.210981,-3.825371,-16.106283,-2.175376,-10.641045,-1.979959,15.131664,-9.349579,-6.320472,8.0868,12.616729,-3.77249,0.668199,15.203764,5.386247,-5.181032,2.36272,11.233813,-6.21985,-16.476261,c-CS-m
-2.821509,0.956433,-4.366542,2.568269,-10.569527,7.931582,-7.563054,11.182801,-3.831955,-3.882042,4.291364,9.975979,1.123521,-3.579851,-16.850949,-1.854415,-10.123146,-1.651987,15.529928,-9.448386,-6.752369,7.927041,13.005795,-3.826348,0.730238,15.098955,5.310002,-5.413021,2.594212,11.612746,-6.80405,-16.696869,c-CS-m
-1.822563,1.935349,-5.488334,3.133753,-11.188878,8.089247,-6.973353,10.794191,-4.585487,-3.221299,4.63192,10.354293,0.450943,-3.294148,-16.44365,-2.180101,-8.704144,-0.030119,16.5847,-9.314834,-7.942632,7.434972,13.868082,-4.28156,0.227536,14.877489,5.13374,-5.251034,2.910081,12.426614,-6.978729,-17.319874,c-CS-m
-3.067157,0.059711,-3.988774,2.094799,-9.978889,7.93386,-7.274165,10.639637,-2.968629,-3.539636,4.134312,9.121371,1.233151,-3.549573,-15.254726,-1.798655,-10.76736,-2.358927,14.146812,-8.533662,-5.370123,8.015701,11.553759,-3.479629,0.531715,14.4286,4.851266,-5.104115,2.224876,10.464358,-6.189723,-15.593936,c-CS-m
-2.648692,0.29889,-3.967247,2.473808,-9.569522,7.440755,-7.618479,10.64027,-2.655731,-3.825409,4.170371,9.060758,1.048932,-3.159642,-15.905256,-1.615789,-9.988562,-2.491865,14.673531,-8.693045,-6.319041,7.222974,12.363216,-3.176593,0.260436,14.484507,4.687039,-5.418986,2.350777,10.942584,-6.582818,-15.904572,c-CS-m
-1.459954,0.888646,-4.654448,2.783432,-10.190777,7.598176,-6.912958,10.412442,-3.483005,-3.532093,4.456969,9.388789,0.692839,-2.651668,-15.679991,-1.955963,-8.921934,-0.968862,15.392595,-8.579776,-7.195514,6.631132,13.245303,-3.735485,-0.036841,14.325423,4.651961,-5.310741,2.67795,11.618145,-6.607015,-16.017847,c-CS-m
-3.800662,3.20154,-7.142021,3.417232,-14.119711,6.920676,-6.37942,12.722724,-6.216971,-5.451839,4.373047,10.874984,1.48575,-3.122274,-17.077112,-3.290349,-7.586187,0.208238,18.404098,-10.093157,-7.483383,12.329602,13.733864,-4.882883,0.492772,16.636133,7.284261,-5.822772,3.419065,13.2104,-7.848686,-16.686974,c-CS-m
-3.417066,2.877023,-6.71465,3.437307,-14.540374,6.779477,-6.197188,12.675813,-6.231429,-5.538712,4.695162,11.098188,1.605294,-2.824919,-17.238553,-3.173193,-7.416281,0.321216,18.431234,-9.820709,-7.698822,12.318602,13.791827,-5.129384,0.372012,16.303358,7.159456,-5.921776,3.610541,13.329162,-8.216414,-16.211041,c-CS-m
-2.20445,4.320798,-7.714166,3.88178,-15.08631,7.040078,-5.549742,12.684683,-6.881109,-5.155576,4.876187,11.635966,0.947203,-2.430388,-17.555092,-3.115584,-6.007423,2.089818,19.324217,-9.895088,-8.312271,11.634421,14.606334,-5.57931,0.129841,16.287319,6.947947,-5.769979,3.970236,14.291219,-8.488769,-16.886908,c-CS-m
-3.922981,1.713798,-5.728063,3.145465,-12.5576,7.959354,-6.92675,12.038676,-5.778374,-4.008175,4.047995,9.521373,1.387458,-4.07059,-15.989869,-3.791501,-9.177347,-0.738993,17.545398,-10.248604,-7.327884,11.373898,13.610667,-5.008547,0.116662,15.736123,6.587557,-5.386342,2.619729,12.384068,-7.476617,-17.418508,c-CS-m
-3.284426,2.199653,-6.052825,3.257023,-13.025918,7.93304,-6.439786,12.172824,-5.899845,-4.029181,3.969097,9.829399,1.233809,-3.884062,-16.611531,-3.450763,-8.697982,-0.304392,17.891997,-10.466281,-7.863479,11.115427,14.052343,-5.184286,0.017875,15.623083,6.562824,-5.234147,3.089883,12.90222,-7.766376,-17.671113,c-CS-m
-2.537759,2.64011,-6.342276,3.348314,-13.757546,8.014135,-5.908763,12.151038,-6.668099,-3.716534,4.196769,10.596741,0.993449,-3.340546,-16.573473,-3.489539,-7.794424,0.742577,18.325369,-10.322484,-8.319655,10.810921,14.303528,-5.705301,-0.34751,15.571977,6.073176,-5.217978,3.505409,13.508446,-8.007745,-17.446071,c-CS-m
-3.388266,0.729084,-4.402804,2.279609,-10.828423,7.65774,-6.597082,11.069939,-5.420638,-3.669577,3.547535,8.456376,1.56129,-3.629033,-14.905939,-3.840563,-9.136159,-1.457275,15.877062,-9.2164,-6.927725,10.088846,12.59899,-4.44477,-0.022917,14.425567,5.614472,-5.256308,2.435838,11.467943,-6.973673,-16.141581,c-CS-m
-2.957049,1.199757,-4.545447,2.66229,-11.396025,8.06963,-6.553538,11.319063,-5.434983,-3.469712,3.612473,9.091124,1.212484,-3.533973,-15.262477,-3.347865,-8.973456,-0.701997,16.404477,-9.304024,-7.235001,9.666014,12.864527,-4.96249,-0.257197,14.640629,5.697183,-5.00346,2.425644,11.745868,-7.000369,-16.706912,c-CS-m
-2.026912,1.706846,-5.142873,2.886149,-12.439587,7.822456,-5.83132,11.27373,-6.353978,-3.403204,3.903265,9.761393,1.039882,-3.169989,-15.731386,-3.483812,-7.956912,0.074835,17.085342,-9.615527,-7.875694,9.560221,13.442154,-5.688451,-0.529895,14.711579,5.358719,-5.195868,2.990632,12.498929,-7.25193,-16.580479,c-CS-m
-2.864909,-1.215358,-3.191823,2.112418,-9.897648,7.779544,-6.255113,10.350008,-4.44125,-3.86026,3.174672,8.634944,1.688119,-3.055604,-14.274901,-3.126856,-10.223849,-2.643854,13.868126,-7.556018,-5.050667,8.842248,10.843968,-4.143001,0.15418,13.739105,4.816461,-5.172929,1.98679,9.821175,-5.801411,-14.059638,c-CS-m
-3.040314,-1.306193,-2.921047,2.018787,-9.873802,7.731243,-6.366877,10.5135,-4.32112,-3.786,3.203889,8.568377,1.551233,-3.083352,-14.325619,-2.869731,-10.264246,-2.846042,13.707492,-7.843357,-5.129096,8.907196,10.80723,-4.050127,0.267261,13.896128,4.92349,-5.201196,1.608833,9.516171,-5.701206,-14.216216,c-CS-m
-2.94943,-0.845636,-3.456055,1.780081,-9.791593,7.686296,-6.332944,10.327323,-4.632735,-3.559505,3.319273,8.517883,1.32244,-3.09005,-14.029516,-3.130697,-9.657694,-2.424528,14.023203,-7.929606,-5.90231,8.385258,11.341815,-3.961824,0.233527,13.691995,4.850659,-4.90059,1.71756,9.930997,-5.549058,-14.663935,c-CS-m
-3.444008,-1.930405,-2.223988,0.97035,-9.509217,7.426973,-6.812128,10.50234,-3.863376,-4.63793,3.319595,7.933018,2.290118,-2.553422,-14.496881,-3.351174,-10.626542,-3.685776,12.838013,-7.586014,-4.902847,9.014126,10.569625,-3.229662,0.122123,13.810893,4.504661,-5.697799,1.738136,9.643184,-5.505533,-13.731098,c-CS-m
-2.950959,-1.693721,-2.307402,1.40704,-9.450166,7.429644,-6.877747,10.363168,-3.619042,-4.544063,3.868028,7.667498,1.915333,-2.879259,-14.407211,-3.213803,-10.801644,-3.647365,13.156441,-7.740422,-4.713035,8.776594,10.747722,-3.581926,-0.104879,13.757879,4.760356,-5.881052,1.758608,9.596128,-5.748282,-14.168551,c-CS-m
-2.95293,-1.337739,-2.433706,1.288641,-9.477607,7.491773,-6.768617,10.251862,-3.342719,-4.525608,3.458128,7.367819,1.887386,-3.009876,-14.474407,-2.832492,-10.486459,-3.166463,13.155955,-7.806033,-5.063263,8.53594,10.687031,-3.697923,-0.017191,13.606452,4.588248,-5.849768,1.669888,9.524345,-5.662187,-14.314207,c-CS-m
-4.293815,0.67753,-4.972978,1.44151,-10.5498,7.988121,-4.872947,10.220937,-5.25639,-2.707036,2.384707,7.98508,2.39429,-4.524285,-15.950542,-3.244455,-9.635335,-1.066618,14.243236,-10.804412,-6.773928,10.559455,11.828478,-6.230537,1.028836,14.278852,6.049387,-6.085505,2.704327,10.40789,-5.985916,-16.132094,c-CS-m
-4.125414,1.316381,-5.734763,1.980207,-10.960189,8.448137,-5.159287,10.502363,-5.169581,-2.392703,2.439505,8.036887,2.254843,-4.820195,-16.249818,-3.064597,-9.686437,-0.683504,15.236534,-11.230611,-7.219636,10.635493,12.465166,-6.63742,0.636407,14.632445,6.181509,-6.100777,2.87077,10.985643,-6.261461,-17.287422,c-CS-m
-4.053655,1.757612,-5.788121,2.103172,-10.982169,8.48641,-5.400782,10.666024,-5.148187,-2.299904,2.316291,8.384215,1.899767,-5.159357,-16.703129,-2.973883,-9.607315,-0.686772,15.464096,-11.283121,-7.279735,10.508846,12.589725,-6.690869,0.596837,14.65739,6.182729,-6.149428,3.044933,11.307398,-6.403009,-17.761706,c-CS-m
-4.257365,0.631686,-4.825783,1.615764,-9.492761,8.855449,-5.862852,9.755431,-4.649644,-1.535607,2.176561,7.276971,2.377666,-5.535432,-15.328521,-3.172812,-10.659255,-1.678259,14.169009,-11.198549,-6.75615,9.506068,11.657346,-6.490744,0.740583,13.946884,5.410779,-5.913821,2.392354,10.378916,-5.608975,-17.507535,c-CS-m
-4.241467,-0.099153,-4.079809,1.528947,-9.520756,8.758584,-5.754962,9.742122,-4.395676,-1.809387,2.149239,7.529909,2.404279,-5.227085,-15.502463,-2.940305,-11.009629,-2.212439,13.770026,-10.84583,-6.360343,9.631301,11.274322,-6.400453,0.662111,13.707318,5.287783,-5.860141,2.506586,10.083025,-5.546676,-16.838934,c-CS-m
-4.171859,0.467115,-4.594724,1.842628,-9.936613,8.896641,-5.811176,9.952567,-4.378418,-1.716998,2.254865,7.518093,2.228231,-5.419925,-15.752453,-2.667564,-10.721123,-2.019287,14.31438,-11.333929,-6.902782,9.64064,11.687271,-6.392232,0.359392,14.070983,5.386571,-5.801326,2.722373,10.510348,-5.924592,-17.524256,c-CS-m
-4.051601,-0.975881,-3.421866,1.185722,-8.000007,8.370967,-5.89891,8.866877,-3.725825,-1.380257,1.94431,6.462981,2.365031,-4.83467,-13.765008,-2.935966,-10.972509,-2.519105,12.711838,-9.653221,-6.007229,8.362142,10.222502,-5.548715,0.493693,13.040877,4.602217,-5.616149,1.820465,9.106321,-4.792964,-15.846394,c-CS-m
-4.031471,-0.965651,-3.393318,1.136281,-8.341939,8.461134,-5.758454,8.922412,-3.756881,-1.377814,1.796933,6.342316,2.391872,-4.801305,-13.843579,-2.994298,-10.955124,-2.546943,12.803451,-9.854262,-6.10775,8.289505,10.41067,-5.711692,0.489095,12.991853,4.36183,-5.688121,1.77613,9.194701,-4.762868,-16.003929,c-CS-m
-3.86398,-0.960169,-3.488744,1.056993,-8.754748,8.331142,-5.478129,8.930425,-3.826422,-1.233714,1.976523,6.638571,2.305879,-4.845831,-13.922746,-2.757104,-10.79495,-2.88971,12.683295,-10.147947,-6.36162,8.517971,10.448475,-5.662252,0.1208,12.933985,4.2743,-5.565323,2.225658,9.559214,-5.038491,-15.746737,c-CS-m
-3.826396,-1.873158,-2.958303,0.973135,-7.063282,7.850976,-6.121643,8.140393,-3.227864,-1.291327,2.06903,6.189158,2.047485,-4.254002,-12.757722,-2.529303,-10.983729,-3.450207,11.728624,-8.817005,-5.74807,7.24204,9.54951,-4.591157,0.42282,12.633184,4.136818,-5.472538,1.460955,8.377209,-4.013073,-14.988918,c-CS-m
