@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomProjection-M-N32-R40-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
12.521925,-11.9213,-3.144885,1.112143,-1.017729,8.286734,-1.539833,7.692001,-16.661804,-3.269882,-1.01422,10.700433,8.163625,-3.849734,5.651737,2.435799,-17.482782,-7.31965,-8.699665,-16.342855,-2.179353,1.579946,8.507378,2.411526,15.703467,-5.247612,10.812379,-4.133659,19.118328,3.401235,6.057943,-11.287597,c-CS-m
12.39122,-12.566107,-3.200096,0.610861,-1.033187,6.275012,-1.860188,7.337664,-15.201602,-3.283128,-0.884191,10.735074,7.844008,-3.362872,5.184073,2.948707,-16.64646,-7.906537,-7.428219,-15.447927,-2.291872,1.628595,8.456206,1.961781,14.960781,-6.508022,9.03694,-5.408128,18.959316,3.00466,5.244821,-9.890803,c-CS-m
10.43517,-10.432802,-2.857913,0.370524,-1.18201,6.127381,-1.703439,7.285562,-13.554775,-3.14687,-0.997419,9.321244,6.287658,-3.565052,5.01171,2.428275,-14.543702,-6.526321,-6.959992,-13.290384,-1.894578,0.809441,7.522873,1.400044,12.785725,-6.264232,7.950934,-4.64152,15.970229,2.629866,5.207361,-8.85723,c-CS-m
11.358659,-11.000092,-2.89067,0.64689,-0.974746,6.56281,-1.477845,7.253529,-14.143298,-2.91925,-1.189519,9.430689,6.900731,-3.438492,4.953916,2.565741,-15.394391,-6.923184,-7.317629,-13.822297,-1.983434,1.22329,7.98867,1.701217,13.64497,-6.129011,8.371396,-4.687861,16.985938,2.827779,5.388455,-9.382616,c-CS-m
11.190548,-12.15457,-3.471646,-0.069483,-1.059449,4.797266,-2.325699,7.089651,-14.314889,-4.191788,-0.97559,10.05823,7.164829,-3.083054,5.109063,3.00506,-15.188186,-7.660097,-6.673351,-14.263516,-2.376751,1.883699,8.257715,1.201946,13.899081,-7.242101,7.923234,-5.781073,17.675797,2.196029,4.738515,-8.383602,c-CS-m
10.704277,-11.345122,-3.280814,0.13325,-0.361644,4.930743,-1.723065,6.807102,-13.53318,-3.518711,-1.426605,9.66607,6.850779,-3.060028,5.017316,2.819677,-14.503598,-7.01156,-6.627149,-13.021466,-2.193144,1.55383,7.825703,1.354291,13.582053,-7.113685,7.428328,-5.41314,16.882758,2.492229,5.06484,-7.833932,c-CS-m
10.078636,-10.555719,-2.889563,0.625416,-0.645073,4.893754,-1.825336,6.693178,-12.675397,-3.199221,-1.353631,8.785771,6.200368,-3.251712,4.660604,2.665065,-13.780321,-6.332613,-6.209478,-12.437019,-1.942926,1.006659,7.408965,1.332252,12.588627,-6.469662,7.011111,-4.589664,15.61801,2.370118,4.968722,-7.599659,c-CS-m
9.227819,-10.237754,-3.176529,-1.161638,-0.399996,3.456765,-2.092993,6.802049,-11.625425,-3.967993,-1.226966,9.666631,6.060046,-2.636658,4.895093,3.150973,-12.481039,-6.973172,-5.543844,-11.639866,-2.469089,0.661529,6.74075,0.438817,11.338089,-7.682984,5.509049,-5.532711,14.670836,1.446377,4.512133,-6.513767,c-CS-m
10.688477,-10.949902,-3.715155,-0.528631,-0.211002,3.945291,-1.520675,6.238897,-12.752555,-3.431626,-1.696379,9.743208,6.665671,-2.610175,4.705565,3.815446,-14.648245,-7.507947,-5.763671,-13.203704,-2.593005,0.656025,7.645863,1.818063,13.121586,-7.785173,6.192218,-4.897514,17.568345,1.542445,4.859968,-7.263965,c-CS-m
8.897084,-9.452392,-3.057446,-0.396882,-0.236541,3.98593,-1.473289,6.527928,-11.159425,-3.396275,-1.496464,8.668892,5.512059,-2.847576,4.617743,3.081999,-12.299009,-5.999022,-5.30148,-10.870268,-2.053493,0.207694,6.984197,0.870887,10.863797,-7.104105,5.403704,-4.741401,13.915378,1.321297,4.776187,-6.475268,c-CS-m
7.025718,-9.050414,-3.048624,-1.686079,-0.051075,1.676625,-2.172965,5.416705,-9.571642,-4.582192,-1.657645,8.793418,5.129115,-2.39494,4.727584,3.407652,-10.232215,-5.986754,-4.872191,-9.643276,-2.443731,0.281146,5.625575,0.412019,9.778383,-7.448154,4.024567,-5.212532,12.389605,0.935656,3.403101,-4.355661,c-CS-m
7.582241,-8.757723,-2.946069,-1.401608,-0.225804,2.266832,-1.744161,5.210364,-9.835267,-4.232791,-1.604567,8.62742,5.25176,-2.607932,4.314289,3.770914,-10.819742,-5.967189,-4.630418,-9.862257,-2.214042,0.082259,6.043172,0.67684,10.072842,-7.303017,3.918126,-4.944397,12.998058,0.702638,3.721893,-4.824766,c-CS-m
7.271804,-8.606443,-2.780958,-1.081603,-0.171005,2.25129,-1.593802,5.332494,-9.41849,-3.912798,-1.72275,8.263301,5.057091,-2.590374,4.325769,3.626641,-10.509916,-5.678331,-4.555048,-9.6089,-2.392094,-0.160518,6.217027,0.343445,9.468725,-7.040478,3.8314,-4.836525,12.153198,0.64049,3.530387,-4.716584,c-CS-m
17.395454,-9.973744,-2.091256,3.213531,1.417484,12.65186,-1.461175,9.684596,-17.430434,-2.902583,-0.139006,14.482574,11.883027,-5.634819,7.311336,5.03949,-18.239302,-10.465027,-7.281602,-18.886892,-4.161112,0.26469,9.694708,0.26914,16.588585,-4.962201,10.154157,-6.858628,21.448186,2.102775,8.061271,-14.131839,c-CS-m
17.674345,-10.845208,-2.072437,3.336074,1.646512,12.541243,-1.9489,9.879666,-17.593687,-3.352615,-0.181226,14.728655,12.431824,-5.303559,7.756402,5.000379,-18.707714,-11.042932,-6.900542,-19.52645,-4.272309,0.604775,9.976268,0.07488,17.344831,-5.371284,10.628536,-7.162389,22.206173,2.093629,7.852218,-14.220245,c-CS-m
17.96945,-11.160267,-2.307424,3.126097,1.498096,12.29224,-2.049797,9.992575,-17.58772,-3.329485,0.045213,15.265317,12.424589,-5.040046,7.642357,5.728264,-18.70884,-11.932108,-6.385631,-19.851793,-4.611736,0.486237,9.550769,-0.437921,16.894588,-6.018954,10.363515,-7.236354,22.519711,1.939888,7.539908,-14.227275,c-CS-m
15.658233,-10.857731,-2.302263,2.888484,-1.19155,12.141101,-2.458199,9.463955,-17.25835,-2.934912,-0.936627,11.442575,9.566586,-5.148989,6.494176,4.124275,-18.332992,-8.910816,-8.941676,-17.689005,-3.464192,1.039954,10.105794,1.192872,15.87744,-5.084058,10.040946,-5.608207,21.249459,2.325995,7.584909,-13.31879,c-CS-m
16.02835,-11.61285,-2.175975,2.982815,-1.349425,12.282821,-2.547918,9.803037,-17.665158,-3.144155,-0.850352,11.998216,9.804542,-4.892332,6.835128,4.312498,-19.232879,-9.571034,-8.780199,-18.567155,-3.381836,0.994699,10.032816,1.392574,16.234351,-5.46951,10.227353,-5.251076,22.497038,2.460037,7.621528,-13.926982,c-CS-m
16.327733,-12.035869,-2.565413,2.828912,-1.695602,12.711592,-2.677584,9.914195,-18.320166,-3.19559,-0.7394,12.312893,10.441376,-4.608759,6.631905,4.695617,-20.037133,-10.587084,-9.016961,-19.756909,-3.787624,1.612482,10.346393,1.676469,16.311734,-5.282719,11.225179,-5.199376,23.463218,2.164502,7.29886,-14.625965,c-CS-m
14.123865,-10.918588,-2.401857,2.779729,-2.038005,10.668245,-2.869863,9.460039,-16.028526,-2.725067,-1.100911,10.11437,7.992545,-4.919059,6.020302,3.672869,-17.173443,-7.790697,-8.542831,-15.750823,-3.028375,0.612746,9.769814,1.23197,14.476898,-6.19244,8.632827,-5.063365,19.88431,2.292326,7.35245,-11.80009,c-CS-m
14.57696,-11.607337,-2.629068,2.640123,-2.024861,10.963395,-2.873852,9.381444,-16.867878,-2.799204,-1.078811,10.335617,8.346587,-4.333326,6.14691,4.002122,-18.144093,-8.514696,-8.700477,-16.943849,-3.006968,1.525537,9.894093,1.317332,15.265994,-6.089324,9.338924,-4.613137,21.120908,2.457351,7.549085,-12.386294,c-CS-m
15.00106,-12.065177,-2.638244,2.547258,-2.823525,11.842303,-3.045212,9.449343,-17.527757,-3.16216,-1.147532,10.889164,8.784607,-4.043506,6.197098,4.611559,-19.260408,-9.560581,-9.139819,-18.42566,-3.331427,1.541937,9.999888,1.880659,15.244188,-5.616881,9.998492,-4.25573,22.647728,2.025188,7.2204,-13.340629,c-CS-m
14.175029,-11.606071,-2.5346,2.670935,-1.975097,9.657649,-3.095875,9.100023,-15.495271,-2.580622,-1.456582,9.406641,7.923732,-4.290654,5.52524,3.950688,-17.24289,-7.847242,-8.221579,-15.31299,-3.037577,1.185267,10.183549,1.321832,14.956181,-6.976451,8.253584,-5.578903,20.156289,2.534061,7.076411,-10.614485,c-CS-m
14.233618,-12.134512,-2.885098,2.327532,-2.240304,10.011739,-3.21612,9.426939,-16.166325,-3.005721,-1.500871,9.782843,7.913858,-4.25797,5.733026,4.424176,-17.389435,-8.357724,-8.548379,-15.834745,-3.006613,1.743165,10.228558,1.010276,15.11674,-7.123967,8.468523,-5.675084,20.471306,2.487762,7.14322,-11.148196,c-CS-m
14.260291,-12.350094,-3.077435,2.265136,-3.308314,10.658906,-3.32892,9.293194,-16.709801,-3.294236,-1.615692,9.983468,8.038437,-3.700906,5.691141,4.984484,-18.577726,-9.235295,-8.872389,-17.353284,-3.220115,1.852011,9.957248,1.764515,14.696564,-6.506665,9.13499,-4.573217,22.039723,1.967875,6.834834,-11.981572,c-CS-m
13.680537,-10.939893,-2.54007,2.518194,-1.694348,8.661473,-3.027789,8.879473,-14.39576,-2.345801,-1.171071,9.310835,7.52666,-4.161995,5.331122,4.098247,-16.075077,-7.899958,-7.131255,-14.250064,-3.234222,0.759227,9.486796,0.923718,13.847038,-7.290043,7.428764,-5.717744,18.73842,2.626882,6.791808,-9.702885,c-CS-m
13.210163,-11.536198,-2.848001,1.665788,-1.661691,8.469176,-3.143541,8.643533,-14.828023,-3.019084,-1.658759,9.292858,7.39776,-3.894984,5.541238,4.148832,-16.392309,-7.869755,-7.892067,-14.698168,-2.81046,1.558773,9.386489,0.930518,14.485037,-7.637816,7.541108,-5.693241,19.28099,2.437694,6.804744,-9.952766,c-CS-m
13.016507,-11.715427,-2.958145,1.634798,-2.582266,9.279748,-3.369916,8.997737,-15.372888,-3.471577,-1.745592,9.530668,7.267748,-3.466047,5.686262,4.841815,-17.070928,-8.728064,-8.311372,-15.897521,-3.012946,1.753705,9.335693,1.139613,14.013597,-7.213474,7.834805,-4.833631,20.352591,1.895738,6.616933,-10.72097,c-CS-m
16.877595,-10.338312,-1.688807,3.14821,-0.836911,13.301319,-2.829861,10.625203,-18.210171,-3.390751,-0.151419,14.317215,10.564046,-5.811263,8.210726,3.351731,-18.097752,-10.620276,-8.955099,-18.969119,-3.605253,-0.08275,9.60952,-0.625821,15.776648,-5.349302,10.415274,-5.88006,21.430819,1.854749,8.053056,-15.269057,c-CS-m
16.586399,-10.596275,-1.923484,3.066587,-0.820138,13.473602,-3.277245,10.812845,-18.310683,-3.738159,-0.205407,14.408941,10.521384,-5.646616,8.595853,3.523239,-17.941615,-10.642262,-9.101348,-19.209162,-3.537089,-0.174409,9.353372,-0.941357,15.8133,-5.598051,10.377811,-5.738179,21.488936,1.864291,8.2356,-15.491409,c-CS-m
16.840652,-10.91823,-2.146908,2.782195,-1.587968,14.468655,-3.325735,10.94591,-19.21727,-3.966852,-0.114502,14.521157,10.709438,-5.162128,8.507898,4.387305,-18.830694,-11.718231,-9.459738,-20.555695,-3.71298,0.190219,9.207172,-0.480104,15.540765,-4.922923,11.144853,-5.020356,22.994047,1.558248,7.744171,-16.558953,c-CS-m
16.304194,-11.336217,-2.172582,3.671522,-2.453616,11.889077,-3.082299,10.046605,-17.492038,-2.117571,-0.545253,11.990841,9.088552,-4.886983,6.751227,2.615504,-18.336768,-9.086853,-9.092234,-17.195797,-2.990192,0.198704,10.010627,0.887634,15.509826,-6.393623,9.278932,-4.7854,21.554293,2.522221,8.269919,-13.805004,c-CS-m
16.44078,-11.583938,-2.109704,3.589767,-2.592038,12.269441,-3.415117,10.225036,-17.649631,-2.651191,-0.650025,11.956104,9.194782,-4.8076,6.940825,2.546653,-18.700384,-9.584984,-9.0431,-17.900615,-2.992554,0.277312,10.024932,0.912808,15.737471,-6.360906,9.833119,-4.939579,22.399598,2.274734,8.128367,-14.20265,c-CS-m
16.531239,-11.898152,-2.334631,3.344504,-3.488272,12.848176,-3.659887,10.604419,-18.22058,-2.785822,-0.625892,12.25812,9.167658,-4.725305,7.053725,3.439042,-19.201309,-10.542098,-9.261175,-18.729864,-3.159231,0.174172,9.858409,0.868334,15.079953,-6.35426,9.969783,-4.708736,23.264744,1.911765,7.807283,-15.110245,c-CS-m
14.348408,-11.066694,-2.461443,3.10727,-3.062404,10.376335,-3.15761,9.381974,-15.895926,-1.963621,-0.966491,10.385559,7.474288,-4.491135,6.040061,2.466042,-16.876327,-8.253397,-8.902862,-15.353557,-2.497077,0.063149,9.452797,1.296002,13.936367,-6.925226,8.095704,-4.359482,19.838409,2.313261,7.811991,-12.095785,c-CS-m
14.771085,-11.336046,-2.658819,3.113597,-2.99285,10.8355,-3.268735,9.643974,-16.273601,-2.046624,-0.902182,10.460014,7.854165,-4.017249,5.984577,2.834742,-17.436363,-8.984485,-8.654408,-16.273733,-2.637498,0.475876,9.418949,1.1628,14.324791,-7.161819,8.34311,-4.480481,21.018553,2.204206,7.858483,-12.564295,c-CS-m
15.075633,-11.519596,-2.767871,2.722112,-3.785593,11.624572,-3.751558,9.978632,-16.97048,-2.460174,-0.986744,10.764715,7.99351,-3.919773,6.311349,3.422373,-18.215372,-9.956315,-8.882504,-17.382654,-2.800799,0.277662,9.415241,0.949432,13.950777,-6.969161,8.87714,-4.368338,22.002231,1.51639,7.639283,-13.737558,c-CS-m
12.89989,-10.670037,-2.922533,2.712953,-2.129809,8.637401,-3.365829,9.587821,-14.082358,-1.801489,-1.543508,8.786172,6.91774,-4.278893,5.311997,2.912946,-15.14473,-7.589045,-7.5622,-13.478889,-2.564937,0.22871,8.601404,0.312774,12.54638,-8.207801,6.684734,-5.209498,17.708595,2.296878,7.101467,-10.1139,c-CS-m
12.915177,-10.483906,-2.89121,2.553052,-1.895335,8.75852,-3.166099,9.524774,-14.03417,-1.735248,-1.545026,8.84682,6.831565,-4.061167,5.110994,2.838364,-15.00619,-7.560662,-7.347484,-13.389931,-2.397002,0.491826,8.672467,0.290193,12.750771,-8.390756,6.581582,-5.36483,17.593313,2.334662,7.268355,-9.975463,c-CS-m
12.735823,-10.415724,-2.7434,2.483283,-2.471292,9.127004,-3.085829,9.420015,-13.896445,-1.907249,-1.630499,9.126259,6.857685,-4.014747,5.181442,2.833202,-15.439714,-7.804962,-7.546124,-13.587364,-2.568541,0.44323,8.832863,0.955202,12.360043,-8.014234,6.904155,-4.8454,17.963397,2.100829,7.108205,-10.205032,c-CS-m
12.227127,-10.612095,-2.28638,2.625107,-2.113334,7.770863,-3.5125,9.389612,-13.155802,-1.778582,-1.663396,8.796239,6.348855,-4.952604,5.398019,2.811212,-14.37082,-7.027006,-7.859506,-12.307905,-2.430556,-0.122149,8.723573,0.077061,12.320666,-8.558096,5.900787,-6.191304,16.951742,2.867649,6.808738,-9.233203,c-CS-m
12.570177,-10.790273,-2.498764,2.501966,-1.710227,7.545092,-3.4127,8.965386,-13.166657,-1.76193,-1.636641,8.853175,6.429412,-4.369251,5.233097,2.769161,-14.448995,-7.053169,-7.427981,-12.454653,-2.512733,0.001526,8.869623,0.307519,12.722802,-8.442002,5.789246,-6.011559,16.986101,2.72731,6.982962,-9.333203,c-CS-m
12.504536,-10.534856,-2.193166,2.500546,-1.898565,7.716231,-3.238516,8.780263,-13.029908,-1.692617,-1.675525,8.767369,6.282379,-4.331485,5.008997,2.444125,-14.717795,-7.147677,-7.096927,-12.571786,-2.261736,0.352329,8.889583,0.466537,12.820645,-8.243166,5.997049,-5.85834,17.135033,2.715975,7.014238,-9.186991,c-CS-m
17.256921,-10.722235,-1.7817,5.223817,-3.819922,10.877272,-3.469473,9.340387,-14.554504,-0.088442,-0.909515,8.371334,7.907584,-6.261835,4.222475,1.950099,-17.476169,-7.471863,-8.132412,-14.748465,-3.464471,-0.24997,11.744896,1.268443,13.824211,-5.381371,7.795559,-5.930982,18.896032,1.622038,7.604266,-11.743339,c-CS-m
17.9682,-11.282849,-1.7557,5.444554,-4.001841,11.075034,-3.331442,9.272716,-15.007361,0.11859,-0.925902,8.718742,8.466207,-6.06836,4.17441,2.12125,-18.615181,-7.903533,-8.304803,-15.608404,-3.620579,-0.073335,12.092153,1.97225,14.414317,-5.263654,8.25678,-5.604125,20.253918,1.787308,7.531082,-12.289514,c-CS-m
18.111905,-11.630028,-1.999937,5.253125,-4.219584,11.215192,-3.373553,9.178757,-15.347429,0.208175,-0.832204,8.764989,8.55658,-5.780713,4.063514,2.230133,-18.673484,-8.236028,-8.413336,-15.885442,-3.672088,0.255226,11.906337,2.105157,14.729412,-5.19248,8.535134,-5.553235,20.707317,1.991555,7.469899,-12.288047,c-CS-m
16.955461,-11.780195,-2.040242,5.391871,-4.749269,9.678425,-3.363075,8.469212,-14.2127,0.964477,-1.021396,6.873888,7.577383,-5.406801,2.945661,2.025072,-18.235743,-6.761933,-8.390411,-13.969896,-3.245077,0.062255,12.141707,2.834848,13.928259,-5.621489,7.48963,-5.161271,19.872034,2.052539,7.263681,-10.925278,c-CS-m
16.853137,-11.940026,-2.154271,5.370974,-4.651513,9.387158,-3.716988,8.805603,-13.791377,0.767827,-1.059717,7.014735,7.347952,-5.491853,3.078734,2.017824,-17.660802,-6.749269,-8.118631,-13.682091,-3.356564,-0.099349,11.982262,2.300865,13.856469,-6.409447,7.135081,-5.742843,19.571599,2.189643,7.143329,-10.605711,c-CS-m
17.19505,-12.031093,-2.10184,5.332415,-4.814963,9.622602,-3.712017,8.6896,-14.28572,0.649098,-1.069654,7.330652,7.733217,-5.498473,3.318547,1.828633,-18.291129,-7.160494,-8.223704,-14.168737,-3.330739,0.228891,12.182203,2.583065,14.264675,-6.36492,7.564264,-5.715556,20.286125,2.151482,7.14088,-10.931293,c-CS-m
14.969369,-11.037184,-2.266678,4.662715,-4.427906,7.828052,-3.376146,7.772502,-12.56725,0.690122,-1.251589,5.968664,6.321045,-4.703486,2.614901,2.062485,-16.298711,-5.939459,-7.608414,-12.19422,-3.050284,0.049537,10.982789,2.551106,12.642859,-6.695606,5.804372,-4.952193,17.906005,1.929247,6.857229,-9.006631,c-CS-m
15.205821,-11.199932,-1.969908,4.634554,-4.618934,8.023814,-3.439396,7.959374,-12.45962,0.623401,-1.083292,6.149778,6.459093,-4.826108,2.50002,2.155187,-16.57857,-6.151342,-7.619728,-12.135295,-3.081131,-0.133593,11.053768,2.520609,12.518111,-6.660471,5.863588,-5.071694,18.092762,1.956923,6.775433,-9.179213,c-CS-m
15.204086,-11.50406,-1.96094,4.620251,-4.977472,7.895642,-3.818595,7.969051,-12.491592,0.573186,-1.217362,6.416692,6.445753,-4.903069,2.751448,1.995873,-16.542493,-6.334415,-7.550079,-12.140717,-3.04887,-0.301832,11.140196,2.40506,12.670414,-6.921375,5.940567,-5.295032,18.241178,2.000394,6.510665,-9.175404,c-CS-m
13.436069,-10.563722,-2.482533,3.804043,-3.981328,6.572908,-3.311775,7.295724,-11.352502,0.157005,-1.549338,5.901857,5.863305,-3.967877,2.55583,2.458064,-14.948367,-5.591083,-7.031227,-11.020831,-3.04921,0.078355,10.313585,2.154001,11.880703,-7.142217,4.761629,-5.079944,16.664716,1.678427,6.262895,-7.744746,c-CS-m
