@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomProjection-M-N32-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
5.977896,-10.972015,5.140574,-7.172776,-11.611979,-2.201856,6.764013,14.594198,2.96926,-1.40787,5.696771,10.263591,-7.799293,-12.807565,-5.1202,8.182693,-10.354378,12.477361,6.473387,-25.781258,6.72016,7.65068,13.129683,0.528445,-3.41449,-3.922189,-6.694797,4.606434,9.796608,-19.388899,3.127926,5.733105,c-CS-m
5.323983,-10.922278,3.714049,-5.993547,-9.401544,-1.546152,6.722796,12.10024,2.885023,-2.067352,4.955247,9.433682,-7.524773,-10.727739,-3.22392,7.292441,-9.105026,12.364801,4.784908,-22.527276,6.626007,7.57577,12.560838,0.16699,-3.108434,-2.724682,-6.075731,3.238999,8.726702,-16.704307,3.211513,5.644587,c-CS-m
5.813866,-10.490737,4.145045,-6.824414,-10.590578,-1.957136,6.316966,12.611983,2.681932,-2.273985,5.106985,9.308464,-7.884728,-11.270248,-3.666769,7.400208,-9.426475,12.004974,5.051273,-23.446387,6.40272,7.61206,12.753298,0.169881,-3.30988,-2.935902,-6.094631,3.599169,9.272633,-17.663283,2.953309,5.542613,c-CS-m
5.916379,-9.971893,4.789599,-6.989665,-11.279323,-2.145583,6.374669,13.436538,3.089497,-1.894231,5.360101,10.092496,-7.89603,-12.232993,-4.630278,7.761938,-9.262722,11.468115,5.916273,-24.177751,6.284845,7.464018,12.659883,0.057528,-3.274006,-3.486959,-6.016232,3.865565,9.520295,-18.309213,3.132914,5.590398,c-CS-m
5.72851,-15.223599,6.035433,-7.183904,-10.143262,-0.251225,5.174618,17.431536,1.205009,-1.151938,7.409561,9.870897,-2.542779,-15.164496,-1.744858,7.457908,-13.289155,13.081932,8.015593,-28.056298,5.241676,9.620089,15.418422,2.966847,-4.532793,-4.320204,-5.174228,5.951443,10.498301,-20.578561,2.858935,7.573136,c-CS-m
5.777269,-15.144451,6.206032,-7.167515,-10.623263,-0.468251,5.086586,17.50979,1.534323,-1.409406,7.53797,10.42387,-2.700444,-15.094016,-1.826558,7.517203,-13.30352,13.112946,8.138146,-28.408858,5.335536,9.874673,15.429514,2.876614,-4.670174,-4.365509,-5.126595,5.305202,10.635053,-20.711962,2.809861,7.567505,c-CS-m
5.87441,-14.859851,7.157416,-7.299525,-11.465388,-0.770628,5.066039,18.507117,2.089385,-0.791618,7.428428,11.223332,-2.621232,-16.541032,-2.669658,8.234324,-13.696982,12.768284,8.80672,-29.667181,5.158214,9.527873,15.444276,2.634943,-4.386538,-4.761874,-4.869585,5.507935,10.873292,-21.698253,2.831943,7.554272,c-CS-m
5.947776,-13.755087,4.564515,-7.332594,-9.660583,-1.093376,6.769386,15.670782,1.055739,-1.163451,7.015608,9.295058,-5.477268,-12.449283,-3.82295,6.214725,-11.807273,13.227336,6.839519,-26.085177,6.462599,9.586581,15.125523,2.401436,-4.44703,-3.473905,-6.230554,5.870078,10.570561,-18.90019,3.040639,7.561391,c-CS-m
5.89428,-13.725481,5.26298,-7.480719,-10.378235,-0.805771,6.688034,16.450646,1.302523,-1.21074,7.222976,9.687213,-5.365906,-12.660746,-3.838277,6.626109,-12.179109,13.445375,7.131215,-26.78973,6.688844,9.506825,15.10191,2.439528,-4.629545,-3.721588,-6.269116,5.708219,10.523213,-19.560235,2.84405,7.53493,c-CS-m
5.909655,-13.557687,5.984584,-7.63762,-11.265004,-0.772912,6.480828,17.113083,1.738503,-0.971166,7.207701,10.637452,-5.217145,-13.630535,-4.480866,7.076463,-12.162177,13.072207,7.410456,-27.525199,6.612301,9.44302,15.204193,2.292821,-4.579778,-4.195211,-6.295243,5.65008,10.561057,-20.190359,2.97733,7.530119,c-CS-m
5.575925,-11.925469,3.63584,-6.760768,-9.333816,-1.034436,6.691688,14.040955,1.328781,-0.911807,6.028701,8.962438,-6.329264,-10.986594,-4.526275,5.383288,-10.139147,12.373007,5.539119,-23.616851,6.329177,8.881749,14.010542,1.720115,-4.149296,-2.819344,-6.489496,5.25931,9.867123,-16.952343,3.043671,6.76371,c-CS-m
5.920292,-12.114549,4.320428,-7.053853,-10.027821,-1.415428,7.211456,14.301907,1.495425,-1.016915,6.039095,9.475588,-6.485586,-11.549213,-4.615514,5.982803,-10.555613,12.342076,6.379514,-24.301839,6.511245,8.885292,14.335118,1.571959,-4.284524,-3.269476,-6.245741,5.300321,10.070774,-18.082605,2.994511,7.116046,c-CS-m
5.844352,-12.324035,5.295771,-7.238039,-11.066523,-1.341685,6.685122,15.246765,1.683581,-0.977725,6.377822,10.332944,-6.002431,-12.521423,-4.941697,6.22825,-10.713375,12.104607,6.68723,-25.134792,6.442155,8.952087,14.516479,2.004667,-4.58071,-3.754179,-6.36325,5.111161,10.092314,-18.873574,3.079986,7.11806,c-CS-m
5.200481,-10.5731,3.299879,-6.189208,-9.254813,-1.566269,7.350378,11.131056,1.908484,-1.415092,4.652436,9.199003,-6.420596,-10.319825,-3.50061,4.8616,-8.666415,11.037037,5.274018,-20.628708,6.282089,8.392039,13.27632,1.329947,-3.21876,-3.032857,-6.319692,4.100997,8.796187,-15.905126,3.048212,7.074868,c-CS-m
5.287293,-10.635926,3.190535,-6.165399,-9.256455,-1.562386,7.303868,10.998394,1.483122,-1.6054,4.731339,8.939954,-6.519077,-10.079096,-3.332003,4.765468,-8.708771,11.045388,5.210502,-20.588538,6.418215,8.372489,13.423262,1.534325,-3.425595,-2.952781,-6.389541,3.947801,8.99058,-15.932597,2.938438,6.795892,c-CS-m
5.206824,-10.452882,3.171884,-6.144691,-9.000186,-1.318621,7.208401,11.52341,1.374374,-1.246101,4.677424,9.055423,-6.354813,-10.49174,-4.023208,4.822191,-8.615266,10.918594,5.330759,-20.653606,6.627639,7.921758,13.079043,1.691147,-3.528186,-2.873604,-6.283,4.246685,9.18458,-16.122234,3.083274,6.377903,c-CS-m
5.268765,-10.198022,2.610713,-6.05499,-8.976277,-0.678869,6.828032,10.993096,2.033346,-1.285081,4.714078,8.694592,-6.763028,-10.285515,-3.191678,4.672044,-7.509225,11.093552,4.097121,-20.258106,6.334273,8.096139,12.970506,0.90447,-3.38464,-2.478847,-5.995189,4.076354,8.254358,-14.58839,3.070083,6.133519,c-CS-m
5.308774,-10.511025,2.84802,-6.047939,-8.883966,-1.266287,7.069244,10.804497,1.93531,-1.708741,4.654798,8.744951,-7.219572,-9.999763,-3.227382,4.724394,-7.894817,11.309407,4.446415,-20.380136,6.172059,8.221222,12.960617,1.005722,-3.63606,-2.201497,-6.091773,3.589081,8.856338,-14.779349,3.16314,6.078523,c-CS-m
5.391775,-10.155308,2.982068,-6.128207,-8.687316,-0.985745,7.110427,11.035729,1.643413,-1.631902,4.643919,8.576956,-7.084176,-9.696815,-3.126149,5.014012,-7.852756,11.321107,4.60328,-20.329162,6.338208,7.983147,12.754604,1.172441,-3.688465,-2.228413,-6.107499,4.048913,8.809775,-14.762657,2.946948,6.152936,c-CS-m
4.383914,-11.513035,3.039508,-5.188185,-8.313626,1.30946,7.26251,14.798363,-0.399717,-0.829706,6.150464,7.900372,-5.210425,-9.363371,-3.06811,4.797015,-9.423274,14.370763,5.364922,-22.225423,9.137387,8.882554,13.002299,2.274574,-3.570595,-2.639651,-8.339338,5.214483,8.53652,-14.668692,2.247222,6.158282,c-CS-m
4.72451,-11.910958,3.56083,-5.563143,-8.389164,1.036631,7.651634,15.463549,-0.332443,-0.733633,6.333542,8.207839,-5.525296,-9.879659,-3.49289,5.372943,-10.137219,14.880094,6.026174,-23.432075,9.182093,9.02213,13.540073,1.933289,-3.6539,-2.814624,-8.342177,5.464643,9.007721,-15.666696,2.348846,6.667575,c-CS-m
4.708303,-12.065565,3.604143,-5.626638,-8.701368,0.766703,7.451042,15.55895,-0.305163,-0.527186,6.424216,8.382017,-5.497519,-10.188517,-3.647001,5.655709,-10.510048,14.972618,5.824856,-23.786489,8.776696,8.887832,13.538158,1.720524,-3.819305,-2.705465,-8.209613,5.486853,8.974949,-16.055241,2.292148,6.588664,c-CS-m
4.674474,-10.66799,2.718358,-5.300053,-8.027815,0.555022,8.084344,13.959218,-0.042382,-0.79205,5.671235,7.309452,-7.293297,-8.397954,-4.574925,4.814119,-8.788876,14.641278,4.662459,-21.623357,9.47265,8.504349,12.739745,1.262582,-3.451991,-2.321788,-8.590839,5.415446,8.232841,-14.278008,2.327514,6.342269,c-CS-m
4.521498,-10.611679,2.650382,-5.347198,-8.116097,0.701604,8.014487,13.576116,-0.011799,-0.792886,5.87438,7.520064,-7.409372,-8.044267,-4.143672,4.881643,-8.756487,14.644936,4.546413,-21.379043,9.542639,8.692815,12.755905,1.112884,-3.531374,-2.198019,-8.736949,4.876078,8.332773,-14.242164,2.344097,6.241653,c-CS-m
4.767737,-10.914612,2.8734,-5.650149,-8.412174,0.6979,7.887614,14.298985,0.014393,-1.077983,6.053209,7.6952,-7.333285,-8.229436,-4.133397,5.243597,-9.218338,15.002499,4.878979,-22.094823,9.580749,8.667565,13.160512,1.257945,-3.614852,-2.356729,-8.72566,5.062062,8.512496,-15.001531,2.282762,6.527665,c-CS-m
4.658725,-9.314093,1.919334,-4.812626,-7.459756,0.106296,7.839892,11.905173,0.020208,-1.175091,5.018364,7.002207,-8.141415,-7.259112,-4.259943,4.238107,-7.338413,13.261483,4.024389,-19.157899,8.965499,8.123836,12.017031,0.431698,-3.339356,-1.919185,-8.393712,4.649713,8.104806,-12.737587,2.637903,6.012852,c-CS-m
4.715903,-9.229953,2.018484,-4.78951,-7.497049,0.429266,7.807513,12.261725,-0.143265,-1.254188,5.14027,7.092752,-8.030134,-7.370643,-4.478747,4.204714,-7.264159,13.130457,3.872341,-19.375056,9.280112,8.146207,12.056393,0.479818,-3.236129,-1.928245,-8.296951,4.659932,8.16989,-12.921309,2.791564,5.878761,c-CS-m
4.572742,-9.347334,2.204727,-5.094561,-7.718529,0.618649,7.394087,12.635759,0.189847,-1.503211,5.557221,7.286774,-7.812112,-7.168371,-4.361514,4.285362,-7.291163,13.399575,3.619799,-19.515228,9.252389,8.17007,12.131144,0.594658,-3.390675,-1.930208,-8.408036,4.342828,7.90918,-13.041499,2.687835,5.959074,c-CS-m
4.588656,-8.346767,1.639528,-4.582731,-7.216217,-0.015384,7.355142,10.818313,0.326173,-1.617178,4.549088,6.548285,-8.447655,-7.248981,-4.051144,4.066178,-6.254529,12.143982,3.573527,-17.547284,8.724666,7.492395,11.524811,-0.193506,-3.166305,-1.766416,-7.917345,3.994249,7.93647,-12.175787,2.929135,5.554242,c-CS-m
4.475926,-8.132302,1.495912,-4.374464,-7.074028,0.100724,7.292952,10.864886,-0.020416,-1.589316,4.452122,6.742735,-8.084216,-7.014404,-3.790141,3.932471,-6.547635,12.102161,3.505886,-17.577719,8.605466,7.728899,11.794033,0.083824,-2.930271,-1.835666,-7.812112,3.783729,7.8099,-11.977693,3.020317,5.658452,c-CS-m
