@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomProjection-M-N32-R20-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
11.029952,-8.817703,-2.716886,-3.985506,5.214943,-8.810494,2.638012,-24.51703,9.680875,-3.214553,1.43683,-5.276005,-4.844865,-4.509365,5.420283,-5.544731,-3.2687,1.026138,21.203466,-4.145049,-12.141536,-0.088051,10.765352,2.853138,-2.976266,-2.714248,-6.393845,-3.803211,3.511281,0.872628,10.70034,-7.763557,c-CS-m
11.131612,-8.734613,-2.699145,-4.463091,5.043612,-8.132597,2.527232,-24.190658,9.591399,-3.347945,0.920188,-5.443529,-4.779286,-4.000845,5.103727,-5.484456,-3.725187,1.280571,20.468689,-4.32213,-11.674455,0.069301,10.332965,2.769991,-2.723037,-2.592317,-6.350362,-3.552145,3.805175,1.284186,10.062108,-7.971417,c-CS-m
10.331643,-8.393785,-2.467415,-3.440185,4.82336,-7.654549,2.908728,-23.071623,9.681762,-3.018079,2.441696,-4.978678,-5.182687,-4.157696,4.853787,-4.695392,-2.872322,0.707958,19.748741,-3.490164,-11.132292,-0.082593,10.170659,2.348489,-1.900124,-3.127161,-5.828372,-3.193562,3.266019,0.787068,10.71532,-7.741659,c-CS-m
10.320716,-8.293941,-2.396443,-3.956279,4.590872,-7.682889,2.428254,-23.090371,9.540001,-3.180348,1.775574,-5.045478,-4.854703,-3.784791,4.580311,-4.989422,-3.141123,0.890667,19.940089,-3.759799,-11.088482,-0.153888,10.247102,2.541828,-1.867676,-2.81801,-6.114205,-3.062662,3.298899,1.02963,10.506087,-7.755214,c-CS-m
10.550167,-7.902665,-2.60512,-4.171778,4.40887,-7.57418,2.496142,-22.726883,8.953961,-3.109428,1.271263,-4.866696,-4.708866,-3.590782,4.380906,-4.598077,-3.344193,0.913234,19.228147,-3.831948,-10.749178,0.324588,10.062129,2.365995,-2.321651,-2.330126,-5.782259,-2.916297,3.729533,1.280595,9.966717,-7.455225,c-CS-m
8.507068,-11.703547,0.780452,-2.800787,8.252557,-14.765366,1.301227,-35.60912,12.625149,-2.504975,4.886486,-7.097433,-2.480912,-5.04398,11.686954,-9.806319,-4.03766,0.361311,29.373746,-5.873048,-17.736654,1.115841,14.014993,7.251529,-2.107371,-3.83776,-8.594741,-6.47346,4.88583,-1.730644,12.121467,-10.357915,c-CS-m
8.35776,-10.988085,0.519911,-2.516349,7.343054,-13.748966,1.497379,-32.902927,11.54101,-2.207674,3.732642,-6.765657,-2.381965,-4.365963,10.210414,-9.61022,-4.509155,0.806403,27.386832,-5.567088,-16.611564,1.310956,13.394401,6.91005,-2.207682,-3.313384,-8.546072,-5.820105,5.000386,-0.664884,10.979756,-10.038584,c-CS-m
8.52797,-10.954546,0.384921,-2.507253,7.160676,-13.483056,1.546869,-32.89523,11.60271,-1.993741,3.358564,-7.006372,-2.347504,-3.729861,10.12189,-9.77287,-4.775006,1.02385,27.111194,-5.714803,-16.4995,1.395439,13.47561,6.828874,-2.118738,-3.324337,-8.602767,-5.708576,5.076868,-0.413531,10.653256,-10.204424,c-CS-m
8.933393,-11.809765,0.939331,-2.511645,7.521943,-12.338262,1.484227,-31.208447,11.582695,-2.58331,4.102371,-6.112574,-3.210339,-5.143838,10.026187,-8.970766,-3.458109,0.182137,26.221476,-5.390646,-16.145168,1.063008,11.797362,6.3147,-2.017006,-4.470146,-8.393941,-6.055575,3.874267,-1.670882,11.930162,-9.56515,c-CS-m
8.3778,-10.358828,0.443796,-2.995979,6.258128,-10.362408,1.262017,-27.329758,9.86726,-2.195217,2.737063,-5.563063,-2.686872,-4.083069,8.041008,-8.286477,-4.050896,0.399943,22.894987,-4.690342,-14.282572,1.534909,10.743859,5.655704,-2.045484,-3.334951,-7.86887,-4.99177,3.746301,-0.418614,10.075198,-9.245556,c-CS-m
8.566004,-10.532301,0.192256,-3.056803,6.928518,-11.032764,1.443938,-28.809404,10.330377,-2.323856,2.654221,-5.787331,-2.671558,-4.11134,8.389093,-8.701842,-4.13648,0.765523,24.042878,-5.058818,-14.817781,1.507187,11.084155,5.976696,-2.034276,-3.660788,-8.405182,-5.509662,3.869145,-0.802897,10.625493,-9.308689,c-CS-m
9.318558,-11.385241,1.407439,-2.77223,7.197747,-10.659423,1.16837,-29.237658,10.901609,-2.458942,4.397712,-5.533705,-3.835911,-5.366856,8.859899,-7.835041,-3.290942,-0.16269,24.603546,-4.65997,-14.76499,1.690431,11.010585,5.872821,-2.087611,-4.065458,-7.728263,-5.140018,3.934956,-1.763067,12.305696,-9.262978,c-CS-m
9.122646,-10.696188,1.265946,-2.469882,6.975885,-10.195747,1.236331,-28.335007,10.292468,-2.207597,3.739891,-5.476991,-3.799539,-4.767877,8.381929,-7.873969,-3.772019,0.493822,23.720557,-4.929553,-14.80261,1.831497,10.384164,5.846056,-2.036649,-3.988276,-7.909438,-5.0884,3.988669,-0.985772,11.719049,-8.917496,c-CS-m
8.586058,-10.180702,0.635794,-2.603581,6.137718,-9.588358,1.091511,-26.570688,9.775972,-2.041541,2.516407,-5.307724,-3.180225,-4.079917,7.572876,-7.838219,-4.088388,0.588594,21.996829,-4.507513,-13.389245,1.685637,10.037752,5.17053,-2.024049,-3.315521,-7.754288,-4.559844,3.783048,-0.584333,10.109147,-8.648616,c-CS-m
8.863805,-10.710644,1.691346,-2.333228,6.411761,-8.251977,0.969696,-25.044445,9.552555,-2.161632,3.917824,-4.522078,-3.976515,-4.890361,6.843,-6.758738,-3.48114,0.013254,21.56472,-3.334872,-13.384934,1.829089,9.321785,4.848228,-1.163774,-3.827649,-6.931995,-4.141018,3.079013,-0.864844,11.880809,-8.395167,c-CS-m
9.663361,-11.152194,1.511606,-1.525727,7.322176,-9.981606,1.593958,-28.066951,10.607024,-2.001132,3.288945,-4.626524,-4.399998,-5.7546,7.682549,-6.777343,-3.618024,0.927873,23.927258,-4.17039,-15.05445,1.594218,9.87159,6.058052,-2.230164,-4.217771,-7.764181,-5.30403,3.822328,-1.519054,13.355917,-8.218049,c-CS-m
9.065147,-9.819609,1.160138,-2.587978,5.950549,-7.902698,1.095287,-24.039428,8.842028,-1.860848,2.191415,-4.389767,-3.720786,-4.288203,6.009828,-6.879134,-4.049249,0.646947,20.377058,-3.632537,-12.90284,2.061246,8.925287,4.955406,-1.840983,-3.285134,-7.283502,-4.021962,3.522383,-0.399653,10.744995,-8.082056,c-CS-m
8.535654,-9.738605,2.245244,-1.232219,5.422505,-7.078938,0.922263,-21.155452,8.101508,-1.790417,3.795607,-3.74133,-4.159475,-4.796541,5.497555,-5.216966,-2.974343,-0.060618,18.98993,-2.866951,-11.762643,1.965672,8.086346,4.157835,-0.830702,-3.059342,-5.669557,-2.958467,3.080459,-0.213172,10.941803,-6.892487,c-CS-m
8.695467,-9.696126,2.014394,-1.115836,5.423746,-7.138124,0.955685,-21.71394,8.179572,-1.428455,3.149385,-3.668478,-4.0056,-4.55454,5.348512,-5.213993,-3.406184,0.125716,19.125639,-2.952542,-12.116066,1.990963,8.190487,4.401643,-1.196601,-3.345143,-6.376484,-3.120172,3.300612,-0.495881,11.284197,-7.20185,c-CS-m
8.557119,-9.132105,1.900268,-1.707835,5.17043,-6.673599,1.065435,-21.241862,8.215889,-1.4474,2.940932,-3.980364,-3.746353,-4.46566,4.871561,-5.448027,-3.657523,0.386469,18.4796,-2.771891,-11.652768,1.888739,7.994985,4.306188,-1.378148,-3.186208,-6.526203,-2.857735,3.293924,-0.281507,10.546759,-7.034761,c-CS-m
12.477788,-11.398323,3.416041,-1.96264,8.137208,-13.636265,3.440811,-38.316416,12.290653,0.53634,4.734074,-7.97801,-3.363187,-2.282427,11.231669,-10.308058,-6.762356,3.092908,31.025073,-3.688109,-21.240335,1.528625,16.019847,5.788445,0.798233,-7.940506,-9.600572,-4.848194,6.99685,0.45854,10.672724,-11.478987,c-CS-m
13.008871,-12.000013,3.566414,-1.984166,8.303065,-13.709092,3.579338,-39.412215,13.144243,0.44759,5.461598,-8.232777,-3.870016,-2.396478,12.235087,-10.045647,-6.392535,2.857532,31.716088,-4.150058,-21.474709,1.059229,16.103389,5.91575,0.743677,-8.677917,-9.303778,-4.962251,7.189565,-0.01479,11.140573,-11.638723,c-CS-m
13.224101,-12.061881,3.636252,-1.535837,8.655971,-13.488578,4.18142,-39.584902,13.866392,0.407645,6.088403,-7.475427,-4.385388,-2.448389,12.550196,-9.071183,-5.714987,2.648775,31.269924,-3.560433,-20.96829,0.694171,15.932905,5.65498,0.904799,-9.739952,-8.820419,-5.150445,7.080528,-0.666871,11.586223,-11.763666,c-CS-m
10.646939,-12.051242,0.608417,-3.66981,8.027531,-12.849529,2.675934,-35.748242,11.031794,-1.068585,3.296867,-7.575183,-2.228581,-3.344885,9.358101,-10.806551,-6.291455,2.638833,28.926539,-4.264349,-18.288846,2.805372,14.409251,5.670608,-0.554142,-5.197684,-9.726208,-5.522249,5.283839,-0.227186,11.014762,-11.648857,c-CS-m
11.03046,-12.55176,0.400493,-3.330046,8.180518,-13.224681,3.110405,-36.929542,12.013849,-1.163058,3.456067,-7.400842,-2.817499,-3.628586,10.174913,-10.432009,-5.879481,2.667779,29.733668,-4.233692,-18.442655,2.205678,14.842652,5.519296,-0.552649,-5.938476,-9.573173,-5.87839,5.39794,-0.77016,11.77233,-11.916801,c-CS-m
10.617316,-12.660954,0.186036,-3.707846,8.672947,-13.549674,3.122335,-38.438137,12.737193,-1.29917,4.397034,-7.267152,-2.420744,-3.533242,10.835107,-10.053384,-5.351715,2.46991,30.465398,-4.182097,-18.230055,1.916871,15.260384,5.726936,-0.22247,-6.308411,-9.266917,-5.970764,5.338541,-1.591678,12.25224,-12.050541,c-CS-m
10.419605,-12.39135,-0.285272,-4.032211,7.643706,-11.327971,2.292182,-32.826381,10.226641,-1.767132,2.104251,-6.943527,-2.284866,-4.161257,7.995632,-10.583986,-6.277297,2.27424,26.67674,-4.132912,-16.478723,3.168321,12.72981,4.982859,-1.521142,-4.179982,-9.644615,-5.465117,4.426032,-0.10092,10.966421,-11.374442,c-CS-m
10.516313,-12.374261,-0.324685,-3.504261,8.122622,-11.916234,2.699216,-34.124141,10.830974,-1.808801,2.725006,-6.766229,-2.815769,-4.202111,8.669164,-10.033351,-5.551943,2.383813,27.670191,-4.129966,-16.615938,2.746762,13.183025,5.016298,-1.055242,-4.775235,-9.193914,-5.831062,4.510428,-1.015578,12.117537,-11.327131,c-CS-m
9.994965,-13.054652,-0.924974,-3.697878,8.45223,-12.545928,3.008221,-35.775563,11.728305,-1.982441,3.552284,-6.666972,-2.307596,-4.10888,9.262492,-9.765526,-5.03701,2.242109,28.635303,-4.003275,-16.632773,2.261941,13.840194,5.133333,-0.633875,-5.182611,-9.122852,-6.069828,4.386145,-1.897943,12.703898,-11.736146,c-CS-m
10.756332,-12.788078,-0.123234,-4.187377,8.488826,-10.864706,2.299239,-32.434096,10.120447,-2.124674,2.138024,-6.57266,-2.907427,-4.822482,7.84058,-10.453692,-6.03847,2.307469,26.576416,-4.547602,-16.658449,3.411579,11.748142,4.988315,-1.883389,-4.439049,-9.981435,-5.994423,3.850439,-0.66319,11.915633,-10.946154,c-CS-m
10.945046,-12.690161,-0.085156,-4.297104,8.563962,-10.928132,2.571264,-33.270799,10.402834,-2.271415,2.746016,-6.530065,-3.153751,-4.69616,7.936009,-10.203562,-5.701277,2.241603,26.931485,-4.117746,-16.305047,3.413055,12.052437,4.841868,-1.414668,-4.815716,-9.692004,-5.879807,3.948968,-1.091059,12.730113,-11.303999,c-CS-m
9.943728,-13.203247,-1.17762,-4.080743,8.842575,-11.552713,2.993969,-34.207032,11.025435,-2.373064,3.104569,-6.021291,-2.56876,-4.636426,8.158969,-9.38461,-5.020659,2.025625,27.538485,-3.731917,-15.681442,2.792932,12.611483,4.695496,-0.901034,-4.694052,-9.22289,-5.904456,3.972821,-2.031683,12.943484,-11.270252,c-CS-m
11.078717,-12.015153,0.073053,-3.691797,8.450375,-9.945832,2.542599,-30.302681,9.520311,-2.104854,1.851651,-5.638555,-3.173737,-4.73878,6.947193,-9.201444,-5.67781,2.32572,25.014978,-3.951492,-16.260334,2.767466,10.994988,4.121834,-1.746361,-4.723332,-9.332468,-5.595567,3.737878,-0.487991,11.299428,-9.980383,c-CS-m
10.560037,-12.416601,0.151454,-3.555859,8.370783,-10.305801,2.464026,-31.09441,9.990828,-2.072335,2.841985,-5.95221,-3.878682,-4.906607,7.374591,-9.321716,-5.23414,2.213907,25.534577,-3.855526,-15.823096,3.209357,11.239354,4.66521,-1.290811,-4.713146,-9.096111,-5.763598,3.894686,-1.008767,12.587357,-10.632138,c-CS-m
10.036204,-12.733866,-0.62111,-3.648019,8.27788,-10.245557,2.727949,-32.006891,10.628037,-2.166331,2.973949,-5.435359,-3.626727,-4.558018,7.276404,-8.727122,-4.722941,2.054685,25.713711,-3.25506,-14.796181,2.8535,11.820625,4.417419,-0.705993,-4.744828,-8.791587,-5.525808,3.914398,-1.699241,13.000011,-10.993141,c-CS-m
10.438296,-12.221688,1.062854,-4.234376,7.757833,-13.705611,2.413214,-38.400346,12.206039,-1.101124,4.563284,-8.386884,-3.025614,-2.454688,9.74917,-11.440816,-6.877904,2.269359,31.453565,-3.030592,-19.629299,1.313451,17.060247,4.907664,0.770719,-5.68489,-9.758767,-4.861589,6.456973,0.476278,10.361017,-12.492889,c-CS-m
10.755665,-12.504049,1.136747,-3.875682,7.730953,-13.648056,2.873161,-38.454869,12.368471,-0.996021,4.973364,-8.314706,-3.455937,-2.057089,9.824623,-11.149677,-6.791229,2.234456,31.306385,-2.594041,-19.242911,1.39441,17.129865,4.465139,1.100204,-6.034985,-9.253158,-4.737455,6.624447,0.680985,10.587557,-12.955614,c-CS-m
10.402732,-12.316766,0.461737,-3.658959,8.034071,-13.869932,3.375727,-39.812045,13.223967,-0.880601,5.574787,-7.773607,-3.080991,-1.758536,10.307207,-10.096296,-5.870812,2.337751,31.443869,-2.312369,-18.496562,1.03245,17.573197,4.475888,1.519332,-6.568974,-8.62382,-4.762847,6.806681,-0.412512,11.328944,-12.991202,c-CS-m
9.763617,-13.103948,-0.845896,-4.73591,8.966962,-12.950251,2.276209,-35.929839,10.827812,-2.507105,2.532996,-8.017651,-2.492094,-4.2679,8.309526,-12.032209,-6.819084,2.309274,30.216174,-3.882815,-18.423102,1.985351,14.591749,4.624813,-0.915389,-4.144323,-10.503762,-6.120279,4.553219,-0.013837,10.973536,-11.719002,c-CS-m
9.805999,-13.566834,-0.979712,-5.051159,8.740973,-13.157905,2.317068,-36.544758,11.428719,-2.596027,3.07032,-7.760473,-2.719633,-4.070728,9.035603,-11.905178,-6.598383,2.252653,30.486413,-3.86741,-18.071141,1.864582,14.787765,4.648859,-1.027189,-4.422927,-10.149752,-5.950987,4.915803,-0.455976,11.213891,-12.301612,c-CS-m
9.771027,-13.703866,-1.529061,-5.081704,9.030587,-13.004326,2.838701,-37.393657,12.178494,-2.594394,3.586994,-7.41183,-2.416422,-3.911492,9.215539,-11.183662,-6.147783,2.058296,30.267021,-3.315582,-17.427363,1.635195,15.036288,4.240363,-0.547938,-5.034888,-9.805119,-5.944024,4.967963,-1.237737,11.684936,-12.789629,c-CS-m
9.001132,-12.660223,-1.378633,-5.002554,8.629437,-11.324502,2.108069,-32.699928,9.958767,-3.027639,1.912051,-6.964112,-2.505127,-4.411597,6.957111,-11.447358,-6.488162,2.063697,27.381662,-3.712483,-16.416885,2.279786,12.721536,4.106164,-1.340559,-3.289946,-10.10079,-5.806823,3.85418,-0.127988,10.647077,-11.032201,c-CS-m
9.392423,-12.798501,-1.574006,-4.959338,9.085545,-11.375458,2.402807,-33.938344,10.596334,-2.908531,2.248883,-6.943028,-2.756018,-4.449619,7.654939,-10.940487,-6.406199,2.075057,27.888509,-3.546878,-16.177613,2.296957,12.733166,4.120116,-1.071485,-3.908128,-9.898246,-5.961291,4.088908,-0.772606,11.493536,-11.391535,c-CS-m
9.302315,-13.213746,-1.926896,-5.092602,9.120986,-11.469187,2.593436,-34.944963,11.571211,-2.927621,3.134506,-6.649518,-2.490812,-4.18536,7.97391,-10.563591,-5.923328,1.975368,28.132982,-3.11049,-15.789067,2.08829,13.26392,4.000816,-0.665253,-4.557641,-9.552129,-5.814713,4.260428,-1.647859,11.991414,-12.266155,c-CS-m
9.950168,-11.992313,-0.331338,-5.207063,8.863176,-8.808114,1.761139,-29.910209,9.652991,-2.497707,1.114105,-6.365727,-3.276361,-4.040502,5.827835,-10.60904,-7.047902,2.273783,24.20042,-2.802522,-14.816617,2.63558,10.628342,3.667366,-1.456109,-3.580734,-9.73945,-5.152403,4.143779,-0.128376,10.334988,-10.40234,c-CS-m
10.032404,-11.99556,-0.222184,-5.438207,8.770352,-8.672449,1.708342,-29.974637,9.458371,-2.620203,1.327071,-6.626892,-3.462316,-4.173683,5.826428,-10.760101,-6.953197,2.3583,24.361085,-3.00237,-14.937452,2.862346,10.401256,3.686779,-1.339289,-3.745669,-9.716964,-5.289326,3.782077,-0.162648,10.669419,-10.483127,c-CS-m
9.415153,-12.233063,-0.953522,-5.554663,8.510643,-8.934725,1.632842,-30.147302,9.392541,-2.69539,1.305235,-6.425261,-3.083076,-4.170777,5.916675,-10.505063,-6.700702,2.330959,24.586241,-3.055036,-14.751826,2.668607,10.853456,3.837007,-1.254582,-3.371782,-9.618347,-5.194517,4.021758,-0.332803,10.491118,-10.534515,c-CS-m
10.282314,-11.701586,-0.236773,-5.650998,8.110496,-8.338391,1.68836,-28.502285,9.018556,-2.6475,1.18072,-6.567204,-3.637956,-4.932971,4.846304,-10.687329,-7.047723,2.186749,24.325481,-2.76171,-14.901824,2.933032,10.702312,2.968191,-1.448628,-3.120075,-10.244958,-4.734963,3.70352,0.621829,10.184535,-10.46062,c-CS-m
10.164403,-11.812903,-0.080282,-4.930738,8.488282,-8.547201,1.769957,-28.578494,9.194741,-2.699971,1.386708,-6.476602,-3.832086,-5.092704,5.025438,-10.500704,-6.58087,2.312733,24.381108,-2.892617,-15.12966,2.79897,10.357494,3.278098,-1.552042,-3.588567,-9.998021,-5.159365,3.622321,0.202496,10.586897,-10.125065,c-CS-m
9.934169,-11.909332,-0.221169,-5.302012,8.229147,-8.555837,1.684123,-28.494941,9.135293,-2.587964,1.38884,-6.528768,-3.858453,-5.092404,5.24775,-10.525515,-6.564325,2.12381,24.454074,-3.045846,-14.829928,2.643264,10.492336,3.163026,-1.592912,-3.456105,-9.904797,-4.955027,3.660149,-0.024555,10.57134,-10.130956,c-CS-m
10.311011,-14.089922,-2.090509,-8.906157,8.225845,-11.222995,1.0322,-31.317431,9.664123,-3.651766,-0.472718,-7.999607,0.608804,-5.192915,5.973142,-14.218493,-7.346426,2.166924,26.102944,-5.656672,-15.75259,3.666476,11.610777,3.663686,-2.955658,-2.789125,-11.956425,-5.809217,2.129156,-0.98037,8.052147,-11.141188,c-CS-m
10.184736,-14.54102,-2.463709,-8.632394,8.690011,-12.032204,1.24495,-32.593465,10.199166,-3.760073,-0.363225,-8.089223,0.510349,-5.590641,6.707663,-14.334776,-7.108983,2.24104,27.409886,-6.0886,-16.594309,3.092452,12.206263,3.798917,-3.015118,-3.010171,-12.150737,-6.265311,2.212485,-1.460871,8.654597,-11.107174,c-CS-m
10.302058,-14.376598,-2.311236,-8.255368,9.097176,-12.255027,1.328892,-32.901154,10.302127,-3.761581,0.254334,-7.90125,0.6298,-5.511708,7.042283,-14.010081,-6.95625,2.257323,27.555991,-6.209769,-16.651062,3.087479,12.302492,4.062115,-2.957879,-3.046762,-11.88156,-6.345217,2.440176,-1.662242,9.027023,-10.90025,c-CS-m
9.709872,-14.420319,-3.077629,-8.347408,9.332186,-11.267098,0.931542,-30.143263,9.163803,-4.45587,-1.298165,-7.376986,1.229044,-6.679488,5.862311,-14.145948,-6.986243,1.924752,25.721968,-6.776058,-15.839681,3.851175,10.206925,3.871281,-4.236969,-1.97785,-12.382667,-7.016592,0.93974,-1.920016,9.160766,-10.021788,c-CS-m
10.239088,-14.516934,-2.742919,-8.558704,9.288069,-10.835838,1.006337,-29.964379,9.233431,-4.468753,-1.154535,-7.622827,0.65498,-6.67346,5.764369,-14.16348,-7.17183,1.835582,25.585577,-6.338729,-15.782326,4.053699,10.160104,3.545957,-4.231061,-2.10083,-12.254019,-6.795812,0.976839,-1.52138,9.00902,-10.299538,c-CS-m
10.2319,-14.848986,-2.879872,-8.524312,9.387925,-11.326105,0.987629,-30.737511,9.390423,-4.494133,-0.622615,-7.69294,0.637241,-6.982971,6.296225,-14.136905,-6.83261,1.893109,26.466233,-6.831281,-16.153887,3.621831,10.541273,3.780412,-4.199257,-2.324475,-12.166396,-6.943889,1.187927,-1.845304,9.444312,-10.450942,c-CS-m
9.554638,-13.632849,-2.775211,-7.532048,9.045382,-9.756751,0.848236,-27.195245,8.127472,-4.337935,-1.632276,-6.875249,0.493931,-6.831815,4.542075,-12.976622,-6.918841,1.761378,23.667714,-5.945467,-14.479881,4.129949,8.79093,3.235436,-4.031835,-1.345064,-11.714933,-6.436375,0.727851,-1.391493,9.07074,-9.06399,c-CS-m
9.645057,-13.885543,-3.006116,-7.74036,8.971751,-9.714321,0.811376,-27.259324,8.409543,-4.408003,-1.559883,-6.738466,0.574234,-6.782799,4.658823,-12.846893,-6.818412,1.719667,23.786068,-6.04268,-14.455551,4.145385,8.951647,3.178673,-4.066169,-1.5678,-11.822082,-6.449367,0.452571,-1.463349,9.241887,-9.260643,c-CS-m
9.715766,-14.249353,-2.956457,-7.90305,8.87662,-9.849251,0.838986,-27.250056,8.541977,-4.61356,-1.119352,-6.834347,0.442089,-7.041902,4.908331,-12.84443,-6.632305,1.502977,23.857117,-6.167823,-14.648037,3.794696,9.047482,2.926487,-4.333212,-1.693052,-11.577201,-6.483922,0.544191,-1.537226,9.266158,-9.523945,c-CS-m
