@relation winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.RandomProjection-N9-R5-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute quality {3,4,5,6,7,8,9}

@data
87.174117,75.171005,67.405528,-5.93747,-34.242644,-16.035326,-15.23408,-14.722432,84.004464,6
178.29731,207.430405,156.140916,-5.43864,-74.564787,-60.258048,-58.425538,-13.007702,177.517887,6
208.365712,260.656326,190.137783,-5.845671,-93.773231,-80.133331,-78.286791,-11.119766,206.131367,6
315.406452,329.834435,271.574828,-5.760801,-35.593644,-46.29079,-65.454546,-9.924651,336.572113,5
218.082517,226.517605,193.209402,-5.386678,-61.383881,-46.488244,-40.426932,-12.903779,216.714197,5
263.011915,283.450115,236.297803,-5.52351,-56.60342,-49.881331,-54.064927,-10.981202,268.034862,5
243.872754,284.956999,222.290361,-5.32952,-88.542437,-73.48572,-69.149704,-12.107035,241.586447,6
263.219761,320.498681,217.216665,-5.461156,-67.567302,-80.718764,-110.187703,-12.903779,289.789421,5
263.219761,320.498681,217.216665,-5.461156,-67.567302,-80.718764,-110.187703,-12.903779,289.789421,5
278.652334,365.878413,258.0172,-5.088765,-126.734158,-114.121364,-114.79288,-11.881869,278.617693,6
276.885642,364.181003,255.540368,-5.069713,-126.006696,-114.084991,-115.487432,-11.864548,277.543821,6
282.012512,307.854711,252.281168,-5.301808,-57.989061,-54.024397,-62.70786,-12.037753,290.742049,6
268.433234,303.004968,249.686555,-5.478477,-76.816453,-63.051846,-60.93424,-11.483497,266.666542,6
271.949297,306.46907,253.167978,-5.507922,-76.851094,-62.873444,-60.956757,-11.656702,270.130644,6
294.413996,336.831921,274.715209,-5.372822,-86.412015,-71.138791,-69.526425,-13.042343,292.595343,7
361.68685,448.046903,337.500492,-5.554687,-123.806992,-116.146131,-118.120669,-10.409625,365.324156,4
363.366939,448.046903,339.180755,-5.51485,-122.005659,-114.408884,-116.410962,-10.374984,367.056207,5
282.012512,307.854711,252.281168,-5.301808,-57.989061,-54.024397,-62.70786,-12.037753,290.742049,6
265.298222,297.427765,239.707172,-5.703643,-69.836289,-61.16391,-65.3191,-12.228279,269.29926,5
305.11807,332.311268,281.992247,-5.694983,-77.197504,-62.142519,-57.752983,-12.678612,303.178173,6
220.126337,262.267133,199.391264,-5.66727,-90.551616,-76.057815,-70.787877,-11.500817,217.684145,7
147.501447,158.725136,126.645823,-5.651682,-59.392022,-45.211722,-39.521935,-11.033164,144.730165,7
192.482806,235.125897,171.678971,-5.655146,-90.724821,-75.872486,-70.470392,-11.379574,189.399756,6
233.567051,278.028796,216.553116,-5.028143,-85.979002,-70.205215,-68.329404,-12.453445,230.847732,6
335.810011,361.097952,314.729567,-5.353769,-72.62489,-58.163998,-53.658588,-12.124356,333.974037,6
373.915128,415.518989,336.76922,-5.277559,-65.679367,-69.034349,-85.908334,-12.695932,390.404252,6
259.998147,325.175219,222.781225,-5.632629,-86.377374,-92.165888,-109.439977,-10.513548,276.712437,6
139.828462,160.076136,114.050176,-5.310468,-57.989061,-50.118622,-52.805206,-11.033164,143.725576,6
197.73092,250.731675,178.344768,-5.753873,-97.375896,-81.063442,-79.45021,-13.094304,194.924998,6
217.909312,249.311393,194.396549,-5.088765,-63.652867,-55.71661,-61.915793,-11.812587,222.326042,6
259.998147,325.175219,222.781225,-5.632629,-86.377374,-92.165888,-109.439977,-10.513548,276.712437,6
265.956402,272.209105,245.672354,-5.170172,-50.264114,-36.035317,-33.00596,-11.431535,264.033825,5
139.828462,160.076136,114.050176,-5.310468,-57.989061,-50.118622,-52.805206,-11.033164,143.725576,6
216.350466,246.366907,196.046154,-5.390142,-74.616749,-59.793858,-57.436017,-12.522727,214.531813,6
212.817083,241.378601,194.849827,-5.466352,-68.935622,-56.076877,-54.087443,-10.184459,210.859865,5
219.901171,238.867127,186.991686,-5.507922,-63.046649,-58.28351,-59.219337,-11.050484,226.70813,7
306.382467,423.971397,286.997355,-5.367625,-160.422546,-146.32192,-143.938618,-11.396894,304.182763,5
171.646235,198.596946,149.800571,-5.688055,-72.763454,-59.918566,-56.860803,-11.743304,171.022697,8
186.870962,201.177701,152.721501,-5.334716,-40.841758,-40.529989,-55.176557,-12.903779,199.965266,5
427.522101,489.287033,398.794999,-5.272363,-90.863385,-88.774532,-97.725078,-11.015843,437.013739,6
418.324911,483.06897,394.135436,-5.644754,-101.58478,-93.078678,-96.868059,-11.656702,422.100782,5
354.065826,383.285523,328.888043,-6.282148,-69.108827,-61.742415,-63.357379,-10.409625,357.685812,5
129.418836,123.685748,112.247111,-5.016019,-35.12599,-17.209657,-18.339127,-15.294009,127.288414,6
171.646235,198.596946,149.800571,-5.688055,-72.763454,-59.918566,-56.860803,-11.743304,171.022697,8
186.870962,201.177701,152.721501,-5.334716,-40.841758,-40.529989,-55.176557,-12.903779,199.965266,5
156.023137,181.744091,131.463003,-5.572007,-79.224004,-63.95944,-57.28377,-12.60933,153.75415,7
124.690338,132.242079,102.20624,-5.660342,-58.941689,-44.354357,-38.09334,-12.158997,122.889005,7
183.181693,206.356533,151.907611,-4.981378,-51.199422,-49.183315,-61.5919,-13.025022,194.613229,5
186.593833,202.009086,161.990225,-5.559883,-47.821923,-40.89372,-47.068307,-11.154407,191.859268,5
202.944393,236.650102,182.691696,-5.779854,-80.852132,-66.713401,-62.589215,-11.93383,201.212342,6
292.733907,358.880927,249.331312,-5.473281,-82.359016,-92.924526,-117.274562,-12.540048,316.272477,6
288.958036,347.414751,261.012089,-5.381482,-93.4095,-87.047677,-93.457305,-12.055074,295.349304,5
363.921195,414.029425,333.235144,-5.686323,-80.904093,-77.271983,-88.236904,-12.782535,373.534077,6
273.109771,346.150354,238.455938,-5.308736,-93.859833,-97.003505,-114.717882,-12.60933,289.685498,5
267.913619,337.472779,233.311574,-5.327788,-90.413052,-93.558456,-111.234901,-12.60933,284.506666,6
274.876463,349.631776,241.556309,-5.275827,-97.046807,-98.546763,-115.027919,-12.886458,290.014587,6
355.018454,451.753492,315.255417,-5.490601,-118.957249,-125.279235,-143.824649,-11.881869,373.741923,6
273.109771,346.150354,238.455938,-5.308736,-93.859833,-97.003505,-114.717882,-12.60933,289.685498,5
267.913619,337.472779,233.311574,-5.327788,-90.413052,-93.558456,-111.234901,-12.60933,284.506666,6
274.876463,349.631776,241.556309,-5.275827,-97.046807,-98.546763,-115.027919,-12.886458,290.014587,6
425.824691,517.069128,397.547749,-5.319128,-120.862505,-118.335443,-126.638375,-10.842638,434.692791,5
240.789703,294.448637,215.986736,-5.585864,-106.088112,-91.911276,-85.55465,-12.107035,239.196217,7
240.824344,296.163368,215.813704,-5.570275,-107.681599,-93.662379,-87.458,-12.158997,239.386742,7
261.608954,323.997424,238.639189,-5.490601,-111.12838,-95.955615,-92.511605,-13.250189,260.050108,7
420.507295,506.417015,383.048405,-5.189224,-107.161983,-111.675708,-130.165177,-12.349522,437.897085,6
288.906075,312.981581,246.994082,-5.358965,-38.728656,-50.669414,-73.237863,-10.946561,312.461966,6
143.214621,144.175909,121.379869,-5.05066,-48.921775,-31.395153,-29.211556,-15.060182,141.266064,7
148.142306,132.675092,112.677526,-4.939809,-11.414215,-7.901616,-26.108241,-17.147303,162.466366,4
288.906075,312.981581,246.994082,-5.358965,-38.728656,-50.669414,-73.237863,-10.946561,312.461966,6
337.316895,406.096632,298.2808,-5.092229,-87.849617,-93.669308,-114.640113,-13.025022,356.698543,5
286.273357,374.452064,253.111166,-5.795442,-116.740224,-115.451579,-128.743683,-12.643971,297.930059,5
289.477651,362.362349,251.966627,-5.698447,-96.423268,-101.740664,-117.618374,-10.444266,305.689647,5
299.099194,354.273672,251.060765,-5.076641,-64.406309,-79.502864,-110.087417,-13.154926,327.981141,5
337.316895,406.096632,298.2808,-5.092229,-87.849617,-93.669308,-114.640113,-13.025022,356.698543,5
194.110934,231.14218,152.892628,-5.454228,-55.754715,-62.698507,-85.092885,-12.973061,214.341287,6
286.273357,374.452064,253.111166,-5.795442,-116.740224,-115.451579,-128.743683,-12.643971,297.930059,5
301.255597,383.320164,257.211277,-5.403999,-96.786999,-108.339778,-133.69527,-12.505407,325.781436,6
301.255597,383.320164,257.211277,-5.403999,-96.786999,-108.339778,-133.69527,-12.505407,325.781436,6
328.98573,369.100027,309.270316,-5.575472,-85.251541,-70.925749,-67.660313,-11.864548,327.184398,5
287.03546,377.257986,257.251287,-4.863599,-117.017353,-115.36844,-126.505354,-11.899189,297.722213,6
446.470737,503.299324,399.012545,-5.175368,-66.47611,-81.697372,-111.443613,-12.799855,475.049575,5
342.426445,438.780431,303.943393,-5.116478,-116.220609,-121.960626,-141.775633,-12.799855,361.600247,5
264.674684,293.392086,233.43403,-5.492333,-55.512228,-55.184871,-67.386822,-11.483497,276.625834,5
264.674684,293.392086,233.43403,-5.492333,-55.512228,-55.184871,-67.386822,-11.483497,276.625834,5
183.848533,174.763926,164.26077,-6.174761,-33.506523,-21.711257,-18.288724,-8.686235,181.69213,4
252.879418,270.650259,227.589051,-5.662074,-62.769521,-53.172228,-50.389515,-10.271061,254.161136,6
152.507074,153.771471,129.070521,-5.46462,-51.182101,-36.693496,-31.741736,-12.574689,150.896266,6
342.426445,438.780431,303.943393,-5.116478,-116.220609,-121.960626,-141.775633,-12.799855,361.600247,5
344.193136,421.407961,305.744726,-5.161511,-97.16805,-102.779895,-122.764644,-12.921099,363.384259,5
155.642086,168.511223,127.958025,-5.497529,-49.190243,-44.624557,-47.976768,-9.664844,161.444456,5
243.820792,295.591791,207.623702,-5.119942,-72.209198,-75.319961,-95.145708,-13.64856,261.089339,5
232.319975,263.202441,203.333758,-5.596256,-64.588175,-58.163998,-66.847115,-13.076984,239.352101,5
258.248775,260.742929,233.540724,-5.597988,-37.204451,-28.582302,-34.248187,-12.107035,262.16321,6
278.998744,325.348424,259.196554,-5.400534,-89.633629,-75.635195,-73.118178,-11.674022,277.058847,6
253.017982,336.918523,232.127371,-5.618773,-132.224759,-117.35337,-112.162761,-11.899189,250.419906,6
223.001541,249.55388,192.770327,-5.381482,-61.453163,-56.269135,-63.734274,-12.540048,231.090219,5
357.166197,417.008552,327.382198,-5.909757,-92.889885,-89.550491,-97.538363,-11.396894,365.705208,7
315.233247,371.57686,292.262096,-5.639557,-101.6021,-90.631291,-87.081279,-11.015843,315.874106,7
323.910822,378.505063,301.112876,-5.653414,-100.060575,-88.895776,-85.179487,-11.015843,324.361155,6
104.148215,91.850654,67.577694,-5.837011,-18.325098,-21.217622,-31.460971,-9.855369,117.381083,5
357.166197,417.008552,327.382198,-5.909757,-92.889885,-89.550491,-97.538363,-11.396894,365.705208,7
422.282647,503.039516,384.692122,-5.528706,-100.640812,-107.442576,-125.982274,-11.215029,441.101379,5
330.821704,388.481676,287.558193,-5.551223,-73.906608,-85.000393,-108.362641,-11.483497,353.8753,5
356.663902,430.55319,327.243114,-5.466352,-102.087075,-99.741878,-110.69554,-11.691343,366.536592,5
315.215926,368.649694,271.641165,-5.584132,-71.360493,-82.140777,-104.657265,-11.674022,338.200241,5
214.583775,252.740854,194.003547,-5.357233,-84.506759,-67.29537,-65.504429,-14.497265,212.314788,6
273.300297,337.50742,240.880636,-5.395338,-87.745694,-88.325931,-103.702212,-12.817176,287.416511,5
171.403748,198.596946,149.576963,-5.395338,-73.127185,-59.764413,-56.407179,-12.072394,170.503081,7
141.941564,146.670062,118.554894,-5.544295,-54.109267,-38.435939,-35.561255,-14.220137,141.023577,6
138.546744,149.597228,117.220522,-5.637825,-54.265152,-42.062854,-39.65998,-10.963882,137.923206,5
273.300297,337.50742,240.880636,-5.395338,-87.745694,-88.325931,-103.702212,-12.817176,287.416511,5
190.525589,231.505911,170.014643,-5.492333,-88.334591,-71.708635,-68.989316,-14.012291,188.343205,6
176.617221,195.32337,152.637497,-5.445568,-56.776625,-44.503313,-50.092122,-15.068842,179.838835,6
155.746009,163.263109,133.139108,-5.339913,-54.594241,-39.149544,-37.4627,-14.376022,155.087829,6
202.208272,241.984818,181.466097,-5.12687,-86.455316,-72.659531,-67.135155,-11.111106,200.034548,6
296.388534,364.648657,276.137743,-5.604916,-112.739187,-100.15757,-95.549968,-9.89001,294.050266,6
172.83269,177.777695,148.4106,-5.753873,-37.628804,-31.007174,-36.568962,-10.297042,177.639131,4
143.829499,149.683831,115.524844,-5.795442,-51.563153,-43.727355,-42.081387,-10.8946,147.536088,7
205.663713,223.815605,182.170176,-5.085301,-54.282472,-44.731944,-48.234151,-12.037753,208.677481,6
268.29467,322.473219,234.392547,-5.32952,-91.417642,-86.389498,-94.667662,-13.96033,277.682385,7
238.953729,316.393721,204.266294,-5.343377,-105.862945,-105.092183,-119.150893,-13.64856,252.238559,6
205.663713,223.815605,182.170176,-5.085301,-54.282472,-44.731944,-48.234151,-12.037753,208.677481,6
173.135799,220.23026,153.127321,-5.355501,-92.785962,-77.25293,-74.183563,-12.869138,170.866812,5
136.537565,134.164656,107.566244,-5.215205,-30.189646,-24.752738,-34.893203,-14.497265,146.081165,6
347.535995,409.941785,308.014232,-4.891311,-79.622376,-86.349661,-108.502418,-13.128945,367.922233,6
347.535995,409.941785,308.014232,-4.891311,-79.622376,-86.349661,-108.502418,-13.128945,367.922233,6
219.918491,258.387339,195.826011,-5.636093,-90.257168,-77.394958,-69.777052,-10.426946,218.099838,7
211.171634,259.062839,187.478219,-5.757337,-98.137999,-86.938558,-78.609819,-8.313844,209.110494,8
211.171634,259.062839,187.478219,-5.757337,-98.137999,-86.938558,-78.609819,-8.313844,209.110494,8
219.918491,258.387339,195.826011,-5.636093,-90.257168,-77.394958,-69.777052,-10.426946,218.099838,7
280.176539,305.706968,239.615373,-5.066249,-43.162706,-52.039467,-72.73401,-11.674022,301.203635,5
152.281907,152.437792,125.706705,-5.596256,-39.87181,-32.287159,-33.848083,-10.807997,156.213662,5
347.535995,409.941785,308.014232,-4.891311,-79.622376,-86.349661,-108.502418,-13.128945,367.922233,6
360.110683,448.601159,321.127416,-5.369358,-110.262354,-116.480417,-134.748357,-11.795266,378.626307,5
311.647902,413.457848,272.300557,-5.384946,-124.863543,-130.317771,-148.416316,-12.349522,329.938358,5
346.184995,391.114393,315.047225,-5.355501,-74.876556,-70.567214,-83.632766,-14.878316,357.304761,6
174.278952,190.456307,148.454768,-5.275827,-65.817931,-54.223583,-48.91935,-11.119766,174.660003,7
266.372094,279.137308,235.010196,-5.239454,-40.616591,-38.598752,-51.427706,-13.025022,277.976834,5
194.769113,181.36304,160.724269,-4.912096,-13.994971,-9.450069,-26.673236,-17.078021,208.088584,5
235.247141,257.659878,211.187916,-5.289683,-75.309569,-60.74995,-53.860891,-12.574689,233.896141,6
171.369107,175.993683,149.784809,-5.343377,-51.770999,-35.411779,-33.059134,-14.133535,169.550454,6
177.62181,159.712405,156.923457,-5.184028,-30.34553,-14.12141,-9.452148,-12.973061,175.266221,4
230.587924,258.370019,202.76807,-5.736552,-71.897429,-63.205998,-62.61329,-11.275651,233.619013,7
304.529173,338.027036,256.587739,-5.263702,-49.588615,-62.854392,-89.096694,-13.059663,331.410602,5
266.527978,327.929179,233.631657,-5.317396,-99.038665,-94.795141,-100.68879,-12.245599,274.997707,6
117.27716,122.958287,86.98186,-5.171904,-51.407268,-42.89597,-42.721033,-12.730573,122.126902,4
299.731392,376.218756,260.972945,-5.587596,-98.467088,-105.371043,-122.371468,-10.340343,317.467593,5
191.287691,186.974885,174.308224,-5.282755,-32.926286,-20.767289,-19.369697,-9.353074,189.746166,4
309.933172,358.742363,284.913698,-5.440372,-83.069157,-76.956749,-81.794367,-11.206369,315.545016,6
304.598455,355.139698,279.492205,-5.442104,-84.818528,-78.829096,-83.54218,-11.050484,310.314223,6
321.728438,405.940748,303.58763,-5.260238,-124.534453,-109.945389,-109.286517,-11.968471,319.788541,5
293.84242,356.456056,240.978497,-4.99177,-65.384918,-87.212222,-122.367658,-11.985792,328.223628,5
398.215801,486.394508,357.776052,-5.421319,-108.963316,-116.445776,-136.222159,-12.176317,418.428834,6
396.223943,485.09547,360.289085,-5.156315,-112.098328,-116.198093,-132.294041,-12.297561,413.146079,5
403.100184,495.487775,367.216941,-5.156315,-115.510468,-119.662194,-135.758489,-12.245599,420.074282,5
292.50874,354.18707,259.53846,-5.334716,-91.434962,-91.400321,-102.234992,-11.899189,304.858263,6
211.050391,258.941596,184.788344,-5.390142,-89.858796,-82.379801,-81.407081,-10.097856,214.254685,5
193.522037,210.842545,165.738903,-5.587596,-65.78329,-56.1808,-52.783556,-11.466176,196.3626,8
368.597732,440.910854,338.639835,-5.270631,-99.575601,-98.541567,-109.575077,-11.25833,379.388409,4
370.329783,444.357635,340.389206,-5.26197,-101.307652,-100.109073,-111.315788,-11.431535,381.13778,6
293.84242,356.456056,240.978497,-4.99177,-65.384918,-87.212222,-122.367658,-11.985792,328.223628,5
217.788069,241.153434,184.216074,-5.152851,-59.755753,-57.027773,-63.527813,-11.91651,227.539515,6
222.066234,258.040929,196.459248,-5.724428,-72.832736,-64.718078,-68.951557,-11.760625,226.067271,5
318.229695,426.933204,296.485183,-4.884383,-144.920691,-134.944078,-137.445506,-11.344933,320.44672,5
316.480324,426.967845,294.909016,-4.889579,-146.825947,-136.646684,-138.981835,-11.344933,318.506823,6
321.676476,430.449267,299.880002,-4.872259,-144.903371,-134.897313,-137.44031,-11.344933,323.85886,5
375.629859,447.9603,346.659404,-5.331252,-100.822678,-97.892048,-108.44041,-11.743304,384.982933,5
358.153466,427.314255,320.31162,-5.282755,-87.849617,-93.773231,-114.156005,-12.158997,376.876935,5
375.629859,447.9603,346.659404,-5.331252,-100.822678,-97.892048,-108.44041,-11.743304,384.982933,5
344.470265,417.770655,300.530907,-5.37109,-88.923488,-100.374076,-124.512629,-11.760625,368.234002,5
358.153466,427.314255,320.31162,-5.282755,-87.849617,-93.773231,-114.156005,-12.158997,376.876935,5
413.371246,483.06897,374.508702,-5.45596,-90.724821,-97.254653,-115.921484,-11.570099,432.493087,5
237.412204,277.942193,192.786088,-5.708839,-70.165378,-77.415743,-92.818698,-11.91651,257.088301,6
202.649944,241.274677,181.23764,-5.589328,-81.839401,-70.749079,-67.542014,-10.167138,202.303534,4
270.096003,326.959231,235.009503,-5.383214,-79.050799,-82.771244,-98.967998,-11.58742,285.840345,5
223.521157,267.532568,192.905773,-5.481941,-73.213788,-70.139397,-81.442415,-12.401484,233.203321,5
219.19103,231.384667,192.748156,-5.093961,-46.990538,-34.919876,-45.666905,-18.429021,226.396361,4
138.131052,140.400038,117.703591,-5.681127,-45.102603,-33.08217,-31.079573,-11.292971,138.460142,5
299.333021,316.497644,282.163201,-5.494065,-60.154125,-46.976682,-42.662143,-10.409625,297.341162,6
123.088191,119.788634,87.825368,-5.677663,-27.911999,-29.80513,-38.929574,-9.708145,135.169245,5
197.696279,232.458539,176.146449,-5.684591,-83.692695,-69.198894,-64.172136,-12.124356,195.704421,7
223.521157,267.532568,192.905773,-5.481941,-73.213788,-70.139397,-81.442415,-12.401484,233.203321,5
217.043287,247.562022,190.708493,-5.86992,-67.549981,-59.442252,-64.181835,-11.881869,221.130927,6
187.14809,222.499247,165.408774,-5.663806,-83.138439,-69.818968,-64.382407,-10.738715,185.052308,7
268.554478,341.59506,236.137242,-5.656878,-101.307652,-102.080146,-112.583476,-10.011254,279.864769,5
288.836793,342.374483,257.601162,-5.18576,-90.274488,-84.513687,-91.226943,-13.146266,296.752265,5
268.554478,341.59506,236.137242,-5.656878,-101.307652,-102.080146,-112.583476,-10.011254,279.864769,5
294.500599,376.132153,247.841055,-5.656878,-95.557243,-111.017529,-135.624601,-9.803408,320.325476,5
283.727243,333.73155,252.405182,-5.203081,-86.896989,-81.032265,-87.762668,-13.215548,291.538792,5
288.836793,342.374483,257.601162,-5.18576,-90.274488,-84.513687,-91.226943,-13.146266,296.752265,5
301.922437,338.356125,270.482077,-5.074909,-60.838285,-61.279958,-75.0967,-11.648042,315.31985,6
187.14809,222.499247,165.408774,-5.663806,-83.138439,-69.818968,-64.382407,-10.738715,185.052308,7
255.00984,290.135831,237.665776,-5.849136,-77.647838,-62.26203,-59.819146,-11.448856,251.476457,6
247.5014,277.232052,226.824351,-5.791978,-73.98455,-61.650616,-58.229643,-10.435606,246.540112,6
256.482084,302.953007,210.652366,-5.670734,-57.833176,-70.917088,-99.481724,-12.592009,282.653371,5
352.177891,399.757326,331.213494,-5.979039,-89.980039,-77.512738,-76.421199,-11.344933,351.433109,6
476.175408,568.770844,442.734876,-5.419587,-117.848737,-118.609107,-133.398916,-12.418804,489.858609,6
352.177891,399.757326,331.213494,-5.979039,-89.980039,-77.512738,-76.421199,-11.344933,351.433109,6
256.482084,302.953007,210.652366,-5.670734,-57.833176,-70.917088,-99.481724,-12.592009,282.653371,5
250.679713,274.77254,218.780187,-5.729624,-48.514743,-49.359984,-63.530238,-10.807997,263.548851,4
341.317932,384.324754,311.513495,-5.714036,-74.928518,-68.881929,-80.434015,-14.583868,350.411199,6
365.532002,427.799229,335.866129,-5.665538,-93.75591,-87.937952,-99.50043,-14.410663,374.65991,6
340.971522,414.930091,300.704978,-5.251578,-91.69477,-99.042129,-121.201814,-12.730573,361.548286,6
340.971522,414.930091,300.704978,-5.251578,-91.69477,-99.042129,-121.201814,-12.730573,361.548286,6
340.971522,414.930091,300.704978,-5.251578,-91.69477,-99.042129,-121.201814,-12.730573,361.548286,6
340.971522,414.930091,300.704978,-5.251578,-91.69477,-99.042129,-121.201814,-12.730573,361.548286,6
387.546368,458.820259,348.649357,-5.587596,-92.612757,-99.170301,-117.642969,-11.431535,406.512325,6
213.180813,257.192224,191.994714,-5.720964,-92.439552,-77.029496,-72.466927,-12.695932,210.981109,7
280.990603,306.157301,237.605847,-5.959987,-44.149975,-55.427358,-76.863565,-10.669433,303.437981,6
346.202315,410.218913,307.424296,-5.45596,-81.596914,-88.005502,-110.017269,-12.488086,365.739849,5
160.768956,176.842387,129.376574,-5.367625,-49.675217,-45.326038,-54.672877,-13.250189,170.260594,5
178.29731,192.638691,154.342528,-5.410927,-61.158714,-47.898133,-45.113515,-12.574689,178.020182,7
383.753177,472.364896,362.564307,-5.634361,-129.730605,-117.663408,-117.606943,-11.951151,384.134228,6
250.697034,299.367662,216.961014,-5.364161,-70.667673,-73.121989,-89.513252,-12.228279,266.146927,5
437.671919,445.847198,415.220556,-5.771193,-56.897869,-44.950183,-39.266111,-10.877279,436.979098,6
245.864612,262.907992,220.57667,-5.421319,-68.797058,-56.083805,-49.969666,-11.881869,245.44892,7
138.650667,134.64963,117.068448,-5.575472,-42.989501,-30.187914,-24.511117,-10.167138,136.416322,7
136.935937,132.900258,115.336397,-5.577204,-42.989501,-30.553376,-24.526705,-9.820728,134.701591,7
211.258237,219.19103,175.931329,-5.790246,-35.870772,-38.64725,-50.736964,-10.097856,224.906797,5
350.757609,395.427199,325.804992,-6.35143,-85.199579,-77.504077,-78.582106,-10.340343,353.85798,4
345.994469,394.387969,300.912651,-5.102622,-65.073149,-74.003603,-100.566334,-14.635829,370.139258,3
250.697034,299.367662,216.961014,-5.364161,-70.667673,-73.121989,-89.513252,-12.228279,266.146927,5
194.491985,176.444016,168.370407,-6.06391,-29.32362,-19.573906,-15.727541,-10.392305,195.600498,3
278.808218,320.741169,260.373655,-5.466352,-83.415567,-70.955193,-67.82226,-10.305702,277.16277,6
259.911544,314.921478,241.788231,-5.681127,-98.640293,-83.900541,-80.962117,-11.829907,257.521314,8
173.066517,162.102635,144.257835,-5.603184,-28.613479,-22.646564,-24.989509,-10.825318,178.591759,7
173.066517,162.102635,144.257835,-5.603184,-28.613479,-22.646564,-24.989509,-10.825318,178.591759,7
209.734032,222.914939,186.401229,-5.694983,-63.185213,-50.000843,-44.051595,-11.362253,208.365712,6
134.961399,114.765687,113.812366,-5.617041,-29.098454,-15.420448,-7.876328,-10.080536,132.051554,4
192.61271,231.020937,165.404097,-5.66727,-76.825114,-68.71392,-72.905309,-12.358183,197.142023,6
