@relation winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.RandomProjection-N9-R20-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute quality {3,4,5,6,7,8,9}

@data
19.305438,42.296681,110.454612,125.764209,-101.648866,22.003973,21.345794,-118.723423,7.636612,4
71.007155,121.468723,279.392266,305.343237,-286.019092,16.218924,15.976437,-284.820513,4.334977,5
9.179869,18.827392,193.129034,198.06001,-178.770333,14.687791,14.012291,-197.805572,2.956438,4
56.310704,80.973375,302.442052,317.103862,-296.017875,15.3962,15.586725,-309.385843,3.126352,6
58.183051,82.84399,297.401957,311.873068,-290.806308,15.584993,15.619634,-304.153491,3.299384,6
98.7217,108.322458,322.288929,330.00764,-306.781878,15.541692,15.437769,-329.741944,1.916341,5
40.360248,121.728531,257.748213,301.896456,-279.298389,14.978775,14.667006,-265.608259,1.557114,5
81.47567,135.567617,375.93799,406.131273,-383.177963,16.402521,16.246637,-383.697578,2.948124,6
85.384909,131.91299,377.270111,404.31262,-381.439157,16.061307,15.732217,-385.502548,2.603272,5
88.900972,135.429053,384.250622,411.240823,-388.367707,16.061307,15.680256,-392.431098,2.602926,5
63.531624,101.567459,278.07279,300.181725,-277.916905,16.870175,16.800893,-285.693813,3.818479,6
60.469358,80.540363,206.135524,217.199171,-198.015669,18.650723,18.598762,-211.709263,7.114572,5
33.664139,52.533101,189.885769,201.558752,-179.053524,21.674884,21.137948,-196.751619,8.50333,8
73.859843,108.73815,356.085744,375.924307,-354.566735,15.046325,15.011684,-363.008751,2.431453,4
75.583233,110.470201,357.817795,377.846884,-356.134241,15.037665,15.020345,-364.939987,2.258248,6
40.360248,121.728531,257.748213,301.896456,-279.298389,14.978775,14.667006,-265.608259,1.557114,5
29.817255,62.838803,205.997652,225.461054,-202.923262,19.806001,19.338347,-213.402169,6.247854,6
44.401122,67.982994,214.885498,228.665348,-206.840122,16.584386,16.463143,-221.649156,3.474148,5
118.593519,136.641488,313.958804,325.296462,-303.739704,16.160034,15.605778,-321.129494,2.954532,5
120.521291,138.217654,312.399958,323.52977,-301.960888,16.206799,15.583261,-319.530811,2.954532,6
118.616035,136.641488,317.405585,328.708602,-307.15704,16.206799,15.600582,-324.536438,2.954532,5
74.959695,107.491073,364.330132,383.250882,-360.914528,15.106947,15.054986,-371.556248,1.912011,5
62.475073,113.310764,337.885007,366.48463,-343.115801,14.895637,14.774393,-345.609954,1.2159,5
74.959695,107.491073,364.330132,383.250882,-360.914528,15.106947,15.054986,-371.556248,1.912011,5
62.3036,123.616466,318.7985,352.125929,-329.764114,15.777251,15.725289,-326.054061,2.600847,5
62.475073,113.310764,337.885007,366.48463,-343.115801,14.895637,14.774393,-345.609954,1.2159,5
64.241764,115.597071,393.551908,421.581167,-398.765381,16.402521,15.778983,-400.532073,2.949163,5
38.09819,92.075821,215.371684,244.790741,-222.31028,20.51441,20.393166,-222.497341,7.283447,6
53.082161,66.82252,200.748846,208.365712,-189.294794,17.498909,17.273743,-206.192681,5.902136,4
52.685521,98.397806,251.592851,276.833681,-255.45186,15.436037,14.951063,-258.541838,2.429721,5
46.081212,80.471081,210.869911,230.951655,-207.795521,15.978169,15.735682,-218.378351,2.085736,5
19.400701,46.141834,210.178823,233.324564,-198.108161,17.873032,16.470071,-224.397228,-2.246123,4
17.337829,30.778543,137.514095,146.427575,-124.02142,16.956777,16.748931,-144.407658,4.167661,5
33.310801,42.088835,300.342806,306.347826,-286.316659,15.740878,15.844801,-306.592045,4.169046,6
-1.380444,38.009855,108.424649,128.067837,-109.902088,18.086075,17.817607,-113.044028,6.76539,5
52.69245,63.358419,196.954615,205.057495,-182.495455,19.101056,19.153018,-204.41629,5.903176,7
46.081212,80.471081,210.869911,230.951655,-207.795521,15.978169,15.735682,-218.378351,2.085736,5
38.692283,63.098611,209.533807,223.555798,-201.478039,16.750663,16.664061,-216.186614,3.473801,6
52.862191,63.479662,186.87304,193.366152,-173.120557,18.948636,18.844713,-192.710051,6.77024,7
73.968962,111.647995,254.82988,273.975797,-255.117401,16.115001,15.907155,-259.842435,4.510087,5
60.975117,90.534296,278.745691,297.61829,-272.673121,19.166874,18.647259,-287.277774,4.340693,5
73.968962,111.647995,254.82988,273.975797,-255.117401,16.115001,15.907155,-259.842435,4.510087,5
68.287835,134.718912,266.474111,299.887277,-281.380141,16.011078,15.872514,-271.382743,4.678442,5
57.424412,87.000912,273.497404,292.404817,-267.459475,19.184195,18.716541,-282.064128,4.340866,5
60.975117,90.534296,278.745691,297.61829,-272.673121,19.166874,18.647259,-287.277774,4.340693,5
36.572253,74.798614,289.204161,311.336133,-287.636655,15.294009,14.696451,-296.729921,1.563869,6
52.862191,63.479662,186.87304,193.366152,-173.120557,18.948636,18.844713,-192.710051,6.77024,7
50.103034,58.872407,255.483729,261.349146,-239.959358,15.680256,15.507051,-261.75895,2.782366,6
45.481922,57.668632,247.437141,254.334341,-233.769528,17.538746,17.235638,-253.016077,5.381655,6
31.305086,98.796178,227.504527,264.120428,-240.467195,15.183157,14.732824,-235.101302,1.039577,5
61.006294,75.465454,349.776922,358.361312,-337.274979,16.572262,16.589583,-356.008841,3.994456,6
91.346628,132.588489,460.373735,484.316047,-460.822336,15.486266,15.399664,-468.273619,1.73742,6
61.006294,75.465454,349.776922,358.361312,-337.274979,16.572262,16.589583,-356.008841,3.994456,6
31.305086,98.796178,227.504527,264.120428,-240.467195,15.183157,14.732824,-235.101302,1.039577,5
23.396542,62.942726,237.684483,258.525904,-236.451262,14.86446,14.414127,-243.559599,1.910106,4
46.936845,79.812901,329.812958,351.277224,-323.48924,16.508176,16.213728,-339.566136,0.523772,6
66.027509,98.84814,354.009708,375.352731,-347.931941,16.314187,16.054379,-363.638178,0.523772,6
65.440344,120.429493,318.070173,349.250725,-325.278968,15.584993,15.290545,-326.311271,1.389278,6
65.440344,120.429493,318.070173,349.250725,-325.278968,15.584993,15.290545,-326.311271,1.389278,6
65.440344,120.429493,318.070173,349.250725,-325.278968,15.584993,15.290545,-326.311271,1.389278,6
65.440344,120.429493,318.070173,349.250725,-325.278968,15.584993,15.290545,-326.311271,1.389278,6
65.828323,117.294481,367.657575,395.427199,-372.968043,16.392129,15.803232,-374.36754,3.122541,6
61.458359,72.157237,212.352547,220.680593,-197.063734,19.601619,18.839517,-220.037656,5.38356,7
15.901958,75.863825,256.28844,287.243306,-267.063528,15.950456,16.262225,-262.106399,4.16004,6
56.066485,109.153842,324.912813,354.654723,-330.61126,14.757073,14.601188,-332.741683,0.695418,5
21.389095,53.884101,149.604849,170.087389,-144.632131,17.65133,17.530086,-158.353438,2.954186,5
30.542984,44.357821,175.942241,186.160821,-162.595057,19.773092,19.426682,-183.764182,5.732569,7
101.659258,116.809506,381.039746,391.235636,-368.730061,16.466607,16.466607,-388.361125,3.302328,6
45.062766,89.373822,233.441478,258.699109,-235.480102,15.316525,14.4505,-241.102338,1.389971,5
25.585855,38.416887,435.926531,444.080507,-423.978844,18.89321,19.326223,-442.400937,7.28795,6
36.234503,49.034358,244.201843,253.589559,-231.228783,21.286904,21.512071,-251.718944,8.331164,7
13.02329,23.555891,138.166559,144.037345,-125.139805,18.777163,18.586637,-143.381764,7.117863,7
13.007702,23.53857,136.434508,141.976205,-123.790537,18.74079,18.602226,-141.318891,7.464273,7
7.955309,49.900384,196.147826,217.458979,-197.746509,16.847658,16.674453,-201.234859,5.029876,5
55.143302,77.613197,344.758478,356.109646,-336.820489,16.684845,17.048576,-349.959826,5.375593,4
38.046228,99.523639,320.200769,356.802466,-328.594287,16.599975,16.651936,-330.600002,0.523079,3
45.062766,89.373822,233.441478,258.699109,-235.480102,15.316525,14.4505,-241.102338,1.389971,5
-3.1506,15.138124,190.216071,199.584215,-180.397075,20.332544,19.899532,-195.289248,8.502118,3
56.250082,67.099648,278.0863,284.610589,-265.470042,15.976437,15.785911,-283.826316,4.341905,6
70.667673,80.297875,259.952247,267.220799,-244.987328,16.36788,16.246637,-267.105617,3.302155,8
-1.134493,24.335314,165.606054,179.630989,-158.946319,18.922655,18.506963,-171.538328,6.421232,7
-1.134493,24.335314,165.606054,179.630989,-158.946319,18.922655,18.506963,-171.538328,6.421232,7
31.312014,43.353232,208.454393,216.333146,-195.148779,20.3031,20.095253,-214.987689,7.636266,6
-1.484368,7.378536,135.706874,140.538603,-121.439971,19.878747,19.185927,-140.759266,7.984061,4
47.366393,71.906089,184.773275,199.740099,-176.869927,17.628813,17.550871,-192.191649,3.994282,6
24.018349,96.544512,243.127279,282.96514,-260.026899,15.368487,14.987436,-251.082588,1.732744,5
6.709965,40.668553,157.347116,177.067554,-154.13243,17.850516,17.244298,-164.649443,3.993416,5
85.849098,138.373539,383.420104,413.596412,-389.612185,16.37654,16.203335,-391.846531,2.428855,6
31.007174,40.599271,294.069665,300.822584,-280.389927,18.20039,18.009864,-300.52675,5.904215,6
24.018349,96.544512,243.127279,282.96514,-260.026899,15.368487,14.987436,-251.082588,1.732744,5
35.882897,70.355904,304.8522,324.603642,-301.885197,15.593653,15.47241,-312.045407,2.257728,6
42.083638,71.845467,254.515167,268.242709,-251.4096,16.009346,15.870782,-258.088388,5.898672,5
41.744157,72.200538,247.249387,261.314505,-244.479838,16.011078,15.863853,-250.815679,5.898499,6
45.388391,75.500095,250.89518,264.951812,-247.768829,16.01281,15.856925,-254.62775,5.725467,6
35.882897,70.355904,304.8522,324.603642,-301.885197,15.593653,15.47241,-312.045407,2.257728,6
40.228612,70.321263,250.89518,264.622722,-248.134292,15.993757,15.837873,-254.296928,6.071877,5
48.166601,99.333114,241.061982,267.047594,-248.144337,15.988561,15.763394,-246.173264,4.334977,5
38.422083,61.799573,212.028826,225.131964,-203.373769,15.54862,14.682595,-218.120449,2.433705,5
78.797919,121.226236,393.342849,418.480796,-394.943264,16.412913,16.031862,-401.753688,2.603965,5
67.730115,104.078933,284.083006,305.135391,-283.206588,16.776644,16.724683,-291.523896,3.818479,6
65.672438,102.710613,278.557764,300.129764,-277.858015,16.75586,16.703898,-286.168395,3.645274,6
