@relation winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.RandomProjection-N9-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute quality {3,4,5,6,7,8,9}

@data
-9.249151,312.184838,0.952628,159.002264,-312.6854,-301.014842,149.822395,-11.535458,-184.582923,5
-9.266472,178.97281,1.645448,110.678047,-177.265008,-165.95818,59.928958,-12.765214,-140.043236,8
6.373947,190.923961,1.108513,127.998555,-194.093613,-181.536245,31.69653,-11.033164,-168.303377,5
3.013768,432.839497,1.628128,325.971962,-432.517335,-422.249738,80.367157,-10.2191,-361.693778,6
-2.615397,423.521063,1.437602,317.658118,-424.368036,-412.680157,91.279078,-10.704074,-349.283634,5
-2.632717,361.461683,1.71473,286.134793,-357.940424,-347.783678,55.772036,-10.929241,-319.748703,5
-9.318433,130.683233,1.645448,107.38715,-138.713021,-124.402817,28.752043,-10.652112,-131.143959,6
-9.266472,178.97281,1.645448,110.678047,-177.265008,-165.95818,59.928958,-12.765214,-140.043236,8
6.373947,190.923961,1.108513,127.998555,-194.093613,-181.536245,31.69653,-11.033164,-168.303377,5
-14.237458,166.03439,1.264397,94.569974,-162.287965,-150.451129,63.566265,-16.35056,-125.516526,7
-12.834496,133.904848,1.71473,82.618824,-130.974218,-119.029996,44.513706,-15.051522,-112.995531,7
4.018358,186.784359,1.489564,118.125865,-190.587943,-178.200315,42.60845,-11.015843,-155.73908,5
-0.121244,191.512858,1.125833,136.139193,-192.881178,-181.03395,38.624733,-9.924651,-168.216774,5
-10.2191,209.907237,1.870615,136.139193,-208.603003,-197.16454,68.242802,-12.488086,-164.418387,6
17.095341,296.717624,1.628128,171.47303,-299.142495,-287.260626,72.919339,-10.374984,-221.979631,6
-1.02191,294.569881,1.073872,192.084435,-295.898364,-283.576554,83.138439,-11.829907,-226.668293,5
3.377499,368.112758,1.316359,271.585567,-370.577466,-358.234872,71.187288,-10.686753,-309.106983,6
10.444266,276.625834,1.835974,154.498932,-279.630943,-267.801036,85.390105,-9.682164,-196.838914,5
10.461587,271.447003,1.870615,152.766881,-274.419202,-262.585831,81.926003,-9.664844,-195.160557,6
8.920062,278.150039,1.853294,155.884573,-281.50329,-269.600636,88.681001,-9.716805,-196.719403,6
11.708663,360.474414,1.36832,207.326482,-361.02867,-349.527853,108.253175,-11.223689,-253.918648,6
10.444266,276.625834,1.835974,154.498932,-279.630943,-267.801036,85.390105,-9.682164,-196.838914,5
10.461587,271.447003,1.870615,152.766881,-274.419202,-262.585831,81.926003,-9.664844,-195.160557,6
8.920062,278.150039,1.853294,155.884573,-281.50329,-269.600636,88.681001,-9.716805,-196.719403,6
2.528794,431.315292,1.558846,295.314663,-430.624204,-420.505563,110.158431,-10.184459,-330.494347,5
-13.388753,251.078085,1.264397,151.208036,-246.877862,-235.203839,90.413052,-16.177355,-182.670738,7
-13.28483,251.060765,1.281718,149.30278,-246.879594,-235.254069,91.971898,-16.194675,-180.888458,7
-11.674022,268.831606,1.316359,165.064442,-268.710362,-256.118353,98.380486,-14.358701,-194.474665,7
10.756036,424.594935,1.229756,286.827614,-427.41125,-415.318071,98.207281,-10.669433,-330.60693,6
17.181944,294.344714,2.009179,211.483404,-293.225809,-283.54711,27.886018,-9.803408,-261.078946,6
-12.721913,148.523357,1.247077,110.504842,-152.777274,-138.163961,38.797938,-14.635829,-138.461874,7
5.525242,149.285459,1.316359,118.64548,-159.871754,-143.202497,5.715768,-12.488086,-160.408689,4
17.181944,294.344714,2.009179,211.483404,-293.225809,-283.54711,27.886018,-9.803408,-261.078946,6
12.60933,340.694394,1.402961,219.104427,-344.626149,-332.224665,79.501132,-10.56551,-264.53612,5
5.888973,290.46492,1.264397,153.113291,-292.242005,-280.477915,106.521125,-10.392305,-192.735686,5
10.409625,295.730355,1.091192,167.835723,-293.946343,-283.779204,84.697284,-10.496228,-211.812493,5
22.16159,302.225545,1.489564,185.502641,-306.644007,-294.022553,56.464856,-10.409625,-240.228519,5
12.60933,340.694394,1.402961,219.104427,-344.626149,-332.224665,79.501132,-10.56551,-264.53612,5
14.220137,197.626997,1.160474,104.962279,-200.794918,-188.656706,46.592167,-10.392305,-152.12429,6
5.888973,290.46492,1.264397,153.113291,-292.242005,-280.477915,106.521125,-10.392305,-192.735686,5
18.08261,305.11807,1.628128,163.678801,-307.802749,-295.851598,87.641771,-10.288382,-214.843582,6
18.08261,305.11807,1.628128,163.678801,-307.802749,-295.851598,87.641771,-10.288382,-214.843582,6
-9.838049,335.44628,1.524205,257.555955,-335.271343,-323.410259,73.785364,-12.176317,-284.834023,5
3.845153,291.313625,1.610807,156.750598,-292.505276,-282.171861,107.38715,-10.23642,-192.548624,6
21.997045,449.882877,1.69741,331.254717,-453.256912,-441.295369,57.9371,-10.149818,-385.68961,5
11.985792,346.427482,1.680089,196.934177,-349.257653,-337.309967,107.213945,-10.721394,-242.372798,5
5.871652,269.541747,1.472243,193.64328,-270.738594,-259.182351,45.899346,-10.184459,-232.42563,5
5.871652,269.541747,1.472243,193.64328,-270.738594,-259.182351,45.899346,-10.184459,-232.42563,5
-7.075428,191.963191,0.69282,161.946751,-187.814929,-177.673772,20.78461,-10.513548,-189.053346,4
-8.002075,262.596223,1.177795,198.666228,-257.588864,-247.217344,47.977807,-13.839086,-230.915282,6
-12.418804,161.063405,1.420282,116.567019,-158.595232,-147.042453,36.892682,-14.912957,-146.384274,6
11.985792,346.427482,1.680089,196.934177,-349.257653,-337.309967,107.213945,-10.721394,-242.372798,5
12.089715,348.038289,1.69741,217.718787,-351.190622,-339.031625,88.334591,-10.669433,-263.271723,5
-1.662769,163.713442,0.952628,104.442664,-160.758564,-150.144556,36.719477,-12.089715,-138.986685,5
10.963882,245.968535,1.489564,145.145858,-251.885221,-238.70085,65.12511,-10.028574,-187.989866,5
0.502295,236.58082,1.125833,161.340533,-239.076705,-226.723719,54.646203,-11.102446,-196.468255,5
-1.558846,262.388377,1.108513,219.970453,-264.245135,-252.650787,27.539608,-10.063215,-250.942985,6
-9.231831,285.112883,1.437602,201.610714,-283.77574,-273.59821,77.595876,-11.414215,-227.605333,6
-11.777945,260.79489,1.454923,136.658809,-258.619434,-247.399209,118.818685,-13.388753,-164.39587,6
-0.34641,229.046399,1.125833,155.884573,-230.600048,-217.62006,50.922294,-12.747894,-192.979905,5
2.199705,363.124452,1.489564,255.304289,-362.24457,-351.25644,81.233183,-10.825318,-292.529525,7
-8.764177,324.066706,1.957217,223.780964,-319.556446,-309.59369,87.122156,-13.163586,-254.656502,7
-8.920062,332.744281,1.957217,234.346474,-328.213236,-318.257408,85.56331,-13.146266,-265.062663,6
5.542563,113.085597,1.073872,68.589212,-108.131932,-98.311204,3.983717,-12.488086,-111.890482,5
2.199705,363.124452,1.489564,255.304289,-362.24457,-351.25644,81.233183,-10.825318,-292.529525,7
12.739234,427.348896,1.680089,292.543381,-427.923937,-416.753941,90.759462,-9.993933,-338.073801,5
16.991418,335.740729,1.351,218.584812,-336.528812,-325.270481,63.73947,-10.323023,-268.736343,5
4.226204,360.768863,1.281718,242.313908,-362.944319,-351.19755,93.011128,-9.89001,-278.593444,5
16.142714,320.706528,1.506884,206.633661,-321.042545,-309.631795,60.621778,-10.981202,-257.476281,5
-11.344933,219.312273,1.351,145.145858,-223.041379,-209.226541,74.478185,-13.128945,-172.171046,6
8.071357,276.712437,1.922576,165.410852,-279.52702,-267.904959,78.981517,-9.595561,-205.464527,5
-10.253741,178.661041,1.558846,111.024457,-177.370663,-166.00841,60.448573,-13.250189,-139.681237,7
-11.743304,148.835126,1.576166,102.364203,-150.135896,-136.397269,41.91563,-14.843675,-133.023234,6
-8.1926,145.838678,1.333679,94.916384,-143.612993,-132.908919,41.742424,-11.951151,-123.313357,5
8.071357,276.712437,1.922576,165.410852,-279.52702,-267.904959,78.981517,-9.595561,-205.464527,5
-11.396894,195.912267,1.628128,117.433045,-198.252267,-185.033256,77.422671,-13.146266,-145.009026,6
-4.191563,179.059412,1.628128,122.455992,-185.422967,-171.171653,48.843833,-11.292971,-153.431989,6
-10.877279,161.461776,1.628128,114.315353,-163.961126,-150.406096,43.474475,-13.994971,-143.800054,6
-11.977131,210.617378,1.316359,131.462656,-207.655571,-197.081401,73.092544,-13.683201,-158.491309,6
-9.578241,304.459891,1.108513,196.760972,-300.140156,-290.783618,99.073306,-11.812587,-223.202459,6
0.060622,178.366592,0.866025,133.021502,-178.751107,-167.078817,28.059223,-9.734126,-165.024605,4
-6.945524,154.291086,1.576166,97.687666,-148.845518,-138.034057,35.853452,-14.930278,-133.828638,7
-4.08764,210.426853,1.177795,153.979317,-212.255898,-200.578412,44.686911,-11.102446,-183.538496,6
-0.935307,274.911104,1.212436,169.740979,-276.222267,-262.96515,79.501132,-14.514586,-209.780798,7
5.473281,243.249215,1.541525,115.700994,-246.098439,-233.610353,95.955615,-11.708663,-156.915143,6
-4.08764,210.426853,1.177795,153.979317,-212.255898,-200.578412,44.686911,-11.102446,-183.538496,6
-10.8946,178.99013,1.489564,94.916384,-179.686415,-167.780298,81.406388,-12.574689,-121.454867,5
1.195115,139.534013,2.147743,97.860871,-145.060987,-131.32236,21.997045,-11.500817,-134.720644,6
13.527317,350.549763,1.454923,235.55891,-354.921459,-342.644683,71.706903,-10.409625,-281.257338,6
13.527317,350.549763,1.454923,235.55891,-354.921459,-342.644683,71.706903,-10.409625,-281.257338,6
-13.042343,231.384667,1.143154,146.358293,-224.861764,-214.282398,73.785364,-15.778983,-177.35161,7
-12.020433,223.884887,0.640859,129.21099,-214.989074,-205.414298,81.059978,-15.138124,-159.684692,8
-12.020433,223.884887,0.640859,129.21099,-214.989074,-205.414298,81.059978,-15.138124,-159.684692,8
-13.042343,231.384667,1.143154,146.358293,-224.861764,-214.282398,73.785364,-15.778983,-177.35161,7
13.925688,285.234127,1.662769,203.51597,-285.415992,-275.11029,32.73576,-10.600151,-250.532489,5
-4.260845,160.353264,1.195115,114.661763,-157.531753,-146.685651,26.846788,-12.678612,-148.23064,5
13.527317,350.549763,1.454923,235.55891,-354.921459,-342.644683,71.706903,-10.409625,-281.257338,6
11.500817,365.376118,1.472243,221.529298,-365.982336,-354.741326,99.766127,-10.998523,-267.324722,5
10.790677,316.896016,1.472243,159.348674,-317.985476,-306.262956,114.315353,-11.500817,-205.471455,5
3.550704,348.73111,1.818653,258.595186,-354.883354,-340.829494,67.030366,-11.189048,-297.13678,6
-11.847228,185.294795,1.073872,122.282787,-180.975061,-169.003125,50.749089,-16.489124,-155.098222,7
4.693858,269.99208,1.472243,211.396801,-273.897854,-261.13264,32.129542,-10.773356,-249.683784,5
4.607255,195.842985,1.333679,164.804634,-206.609413,-189.857017,8.573651,-12.349522,-205.327695,5
-14.272099,245.46624,1.732051,177.535208,-241.749259,-229.957458,59.928958,-16.593047,-208.874935,6
-11.483497,177.067554,1.454923,134.233938,-179.102714,-166.02573,40.529989,-13.63124,-162.232539,6
-12.921099,185.034988,1.316359,164.891237,-185.663722,-172.437782,18.706149,-14.497265,-192.713169,4
-6.599114,239.975639,1.316359,163.592199,-235.267925,-224.851372,56.724664,-14.116214,-198.080794,7
18.273136,309.673364,1.645448,211.829814,-312.0099,-299.265471,39.490758,-12.314881,-266.9939,5
-1.662769,274.720579,1.160474,161.946751,-272.72872,-261.210582,85.56331,-14.358701,-200.865932,6
-8.002075,127.184491,1.524205,70.840878,-124.163794,-112.105256,36.546272,-16.575726,-107.934478,4
11.622061,306.191942,1.195115,173.378286,-304.054591,-294.143796,86.60254,-10.600151,-218.664486,5
-6.564473,197.124702,0.727461,169.394569,-197.228625,-186.004936,23.902301,-9.682164,-193.591319,4
-1.004589,315.215926,1.732051,224.30058,-315.286941,-304.4928,72.572929,-10.409625,-256.812905,6
-1.02191,310.192979,1.680089,217.372376,-310.109841,-299.156351,74.30498,-10.58283,-250.163562,6
-8.17528,325.954641,1.004589,209.231738,-328.911252,-316.468199,115.874199,-10.58283,-233.838983,5
27.903339,297.61829,1.558846,168.008928,-300.254472,-288.850649,56.811266,-9.993933,-227.525658,5
12.903779,403.359992,1.69741,258.07557,-404.347261,-392.794482,98.553691,-11.119766,-305.845532,6
9.21451,401.004403,2.06114,259.980826,-402.177001,-391.067627,102.017793,-10.877279,-303.398144,5
9.266472,407.932606,2.06114,263.444928,-409.105205,-397.943869,105.481894,-10.877279,-306.914207,5
4.243524,298.466995,1.766692,186.368667,-298.345752,-287.174024,80.193952,-11.743304,-226.604207,6
-6.200742,220.403465,1.264397,126.093299,-215.868956,-205.660249,75.69062,-13.596599,-159.196254,5
-9.456997,204.659123,1.593487,137.178424,-199.906376,-187.934441,50.229473,-16.35056,-173.250114,8
4.659217,373.239629,1.420282,255.477494,-374.422619,-363.327102,90.066642,-10.063215,-292.30609,4
4.659217,374.798474,1.437602,255.477494,-376.319215,-365.067813,91.971898,-10.063215,-292.314751,6
27.903339,297.61829,1.558846,168.008928,-300.254472,-288.850649,56.811266,-9.993933,-227.525658,5
-0.796743,226.240476,1.264397,150.68842,-224.118714,-212.635217,46.418962,-14.514586,-190.56889,6
-2.303628,227.522194,1.316359,148.783164,-227.253726,-216.341806,61.487804,-10.807997,-180.956008,5
-4.555294,323.408527,1.472243,177.362003,-323.477809,-313.345312,134.753553,-10.530869,-205.455867,5
-4.728499,321.676476,1.454923,174.071106,-321.733634,-311.590744,136.658809,-10.530869,-201.979641,6
-4.572614,326.855308,1.420282,180.826104,-326.947107,-316.804217,134.753553,-10.548189,-208.855883,5
3.550704,379.717499,1.229756,263.618133,-381.931059,-370.298606,91.798693,-9.993933,-299.139031,5
12.95574,361.652209,1.264397,240.581857,-365.133631,-352.870711,79.674337,-9.87269,-285.199486,5
3.550704,379.717499,1.229756,263.618133,-381.931059,-370.298606,91.798693,-9.993933,-299.139031,5
17.251226,349.268045,1.316359,216.333146,-350.7247,-339.099175,79.154722,-10.652112,-267.032005,5
12.95574,361.652209,1.264397,240.581857,-365.133631,-352.870711,79.674337,-9.87269,-285.199486,5
12.158997,418.98309,1.420282,294.102227,-420.074282,-407.915286,80.886773,-11.085125,-340.850278,5
8.920062,246.869202,1.506884,140.46932,-243.224967,-231.703365,55.252421,-15.016881,-192.406596,6
-8.123318,210.755942,1.472243,131.116246,-206.80167,-197.060617,68.416007,-11.985792,-159.707209,4
9.803408,274.616656,1.610807,166.969698,-275.150127,-264.712789,68.935622,-9.786087,-208.795261,5
3.723909,227.608797,1.143154,138.044449,-229.730559,-218.039216,63.566265,-10.374984,-174.703305,5
-1.991858,219.433517,2.407551,169.394569,-230.832143,-214.097068,41.569219,-11.968471,-204.019997,4
-7.621024,145.007294,1.784012,103.576638,-144.574281,-132.449925,33.948196,-11.91651,-133.004182,5
-9.162549,305.914814,1.870615,253.052623,-304.394073,-293.838955,48.843833,-10.877279,-278.586516,6
4.338787,131.999592,1.02191,80.193952,-126.990501,-117.410528,13.683201,-12.453445,-121.872291,5
-11.570099,205.629072,1.680089,129.21099,-203.311588,-192.011688,69.974853,-13.64856,-158.0531,7
3.723909,227.608797,1.143154,138.044449,-229.730559,-218.039216,63.566265,-10.374984,-174.703305,5
-1.939897,222.464606,1.143154,148.436754,-222.32431,-211.173367,56.118446,-10.842638,-181.153462,6
-11.085125,196.068151,1.195115,118.818685,-192.119076,-181.484284,68.935622,-13.509996,-147.328242,7
5.421319,275.240194,1.073872,152.074061,-272.825715,-262.8976,89.373822,-10.548189,-191.055596,5
-1.835974,295.366624,1.195115,193.98969,-296.360821,-283.651033,78.808312,-13.804445,-231.391596,5
5.421319,275.240194,1.073872,152.074061,-272.825715,-262.8976,89.373822,-10.548189,-191.055596,5
19.831982,301.394161,1.177795,155.018547,-298.633272,-288.843721,83.484849,-10.548189,-208.514669,5
-1.887935,290.187792,1.177795,192.25764,-291.164669,-278.524162,75.34421,-13.787124,-229.590263,5
-1.835974,295.366624,1.195115,193.98969,-296.360821,-283.651033,78.808312,-13.804445,-231.391596,5
6.711697,306.399788,1.316359,224.30058,-309.89853,-296.847528,53.17396,-10.56551,-263.730716,6
-11.085125,196.068151,1.195115,118.818685,-192.119076,-181.484284,68.935622,-13.509996,-147.328242,7
-8.642934,259.842262,1.195115,190.871999,-260.079553,-249.160705,67.030366,-9.838049,-214.873027,6
-8.547671,255.460174,1.316359,185.675847,-252.938308,-241.709422,61.487804,-12.141676,-214.391517,6
21.217622,259.669057,1.385641,152.766881,-262.655113,-250.811349,49.017038,-9.318433,-205.428154,5
-6.841601,358.188107,1.420282,271.239156,-356.857892,-346.198851,77.942286,-10.738715,-299.336485,6
7.447818,480.072522,1.454923,338.962343,-482.79011,-470.755821,108.772791,-10.271061,-379.317395,6
-6.841601,358.188107,1.420282,271.239156,-356.857892,-346.198851,77.942286,-10.738715,-299.336485,6
21.217622,259.669057,1.385641,152.766881,-262.655113,-250.811349,49.017038,-9.318433,-205.428154,5
8.1926,255.425533,0.935307,184.117001,-257.483209,-244.950089,40.010374,-9.578241,-223.968026,4
2.459512,344.054572,1.576166,256.68993,-349.630044,-335.603897,66.683956,-10.842638,-293.909969,6
2.580756,368.251322,1.558846,261.886082,-373.726335,-359.866464,85.56331,-10.721394,-298.867099,6
14.272099,344.487585,1.420282,215.986736,-347.729984,-335.719944,82.965234,-10.23642,-262.755572,6
14.272099,344.487585,1.420282,215.986736,-347.729984,-335.719944,82.965234,-10.23642,-262.755572,6
14.272099,344.487585,1.420282,215.986736,-347.729984,-335.719944,82.965234,-10.23642,-262.755572,6
14.272099,344.487585,1.420282,215.986736,-347.729984,-335.719944,82.965234,-10.23642,-262.755572,6
12.245599,393.296777,1.420282,266.389414,-393.930707,-381.958772,82.445618,-10.963882,-313.23446,6
-11.58742,220.732555,1.732051,136.139193,-218.884457,-207.45985,78.981517,-13.440714,-164.671266,7
16.402521,287.312588,1.472243,199.965266,-285.703513,-275.030616,32.302748,-10.600151,-251.027856,6
14.358701,349.181443,1.195115,232.614423,-353.373006,-340.746355,73.785364,-9.526279,-278.219321,5
1.004589,165.982429,1.316359,102.537408,-168.717337,-155.401331,39.663963,-12.592009,-140.831319,5
-10.409625,186.108859,1.299038,129.21099,-184.816749,-172.886383,47.977807,-14.289419,-159.546128,7
-6.581793,389.191816,1.593487,262.059287,-389.560743,-378.118816,118.818685,-11.085125,-290.59136,6
9.491638,254.507546,1.766692,157.270213,-256.857939,-245.332873,61.834214,-9.630202,-198.591749,5
-10.58283,446.990352,1.991858,394.041559,-442.02283,-431.900725,41.742424,-13.735163,-424.529117,6
-12.817176,256.274237,1.524205,192.084435,-252.013393,-240.443293,53.17396,-16.35056,-224.387182,7
-10.946561,147.830536,1.091192,110.158431,-142.89246,-133.075196,28.405633,-13.250189,-138.008076,7
-10.946561,146.444896,1.091192,108.426381,-140.833051,-131.358733,28.059223,-13.250189,-136.277758,7
7.014806,218.723376,1.02191,156.923803,-216.372983,-205.467991,23.729096,-11.466176,-199.537449,5
-3.031089,358.222748,1.69741,267.428645,-354.320438,-344.406179,71.533698,-10.877279,-300.644183,4
16.402521,348.696469,1.229756,242.140703,-355.444539,-340.891848,57.677292,-11.743304,-293.593004,3
9.491638,254.507546,1.766692,157.270213,-256.857939,-245.332873,61.834214,-9.630202,-198.591749,5
-8.435087,205.126777,1.506884,174.071106,-198.027101,-188.428075,12.643971,-14.150855,-207.622662,3
-8.209921,285.286089,1.576166,206.980072,-282.940892,-273.341866,71.533698,-10.548189,-232.468931,6
-9.19719,265.384825,1.680089,174.763926,-265.471427,-254.230418,87.641771,-10.877279,-200.432919,8
-3.429461,181.813373,1.229756,144.279832,-178.340611,-167.463332,14.895637,-13.388753,-180.124624,7
-3.429461,181.813373,1.229756,144.279832,-178.340611,-167.463332,14.895637,-13.388753,-180.124624,7
-11.847228,219.485478,1.541525,161.427135,-214.736195,-204.039049,47.804602,-14.687791,-191.942406,6
-12.540048,145.284422,1.247077,123.148812,-139.22744,-129.344358,13.683201,-14.064253,-151.282514,4
-2.970467,198.527664,1.333679,115.354584,-198.323282,-186.94544,64.951905,-11.91651,-148.968494,6
23.157519,278.738936,1.506884,174.157709,-281.383778,-269.772109,40.616591,-10.340343,-229.578138,5
1.818653,175.751195,1.264397,124.361248,-175.740803,-164.122206,23.729096,-12.176317,-162.715781,5
12.072394,409.595375,1.71473,262.232492,-411.80374,-399.679384,103.230228,-11.292971,-309.19705,6
